id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
8302,2020,茨城県 東茨城郡 茨城町,2,15838,2527,50
8309,2020,茨城県 東茨城郡 大洗町,2,7926,1235,75
8310,2020,茨城県 東茨城郡 城里町,2,9184,1273,7
8341,2020,茨城県 那珂郡 東海村,2,18651,3455,151
8364,2020,茨城県 久慈郡 大子町,2,8044,845,14
8442,2020,茨城県 稲敷郡 美浦村,2,7123,1103,18
8443,2020,茨城県 稲敷郡 阿見町,2,24316,4886,330
8447,2020,茨城県 稲敷郡 河内町,2,4180,597,2
8521,2020,茨城県 結城郡 八千代町,2,10035,1706,20
8542,2020,茨城県 猿島郡 五霞町,2,4027,644,66
8546,2020,茨城県 猿島郡 境町,2,11927,2248,35
8564,2020,茨城県 北相馬郡 利根町,2,7858,931,8
9201,2020,栃木県 宇都宮市,2,259141,51353,7270
9202,2020,栃木県 足利市,2,73341,12018,660
9203,2020,栃木県 栃木市,2,78141,13703,409
9204,2020,栃木県 佐野市,2,58734,10452,736
9205,2020,栃木県 鹿沼市,2,47424,8313,175
9206,2020,栃木県 日光市,2,39838,6179,318
9208,2020,栃木県 小山市,2,82216,16848,1362
9209,2020,栃木県 真岡市,2,38708,7539,318
9210,2020,栃木県 大田原市,2,36680,7072,971
9211,2020,栃木県 矢板市,2,15750,2567,67
9213,2020,栃木県 那須塩原市,2,57903,10903,993
9214,2020,栃木県 さくら市,2,21411,4133,58
9215,2020,栃木県 那須烏山市,2,12496,1769,NA
9216,2020,栃木県 下野市,2,30054,6162,1199
9301,2020,栃木県 河内郡 上三川町,2,14964,2947,110
9342,2020,栃木県 芳賀郡 益子町,2,11027,1807,98
9343,2020,栃木県 芳賀郡 茂木町,2,6019,702,9
9344,2020,栃木県 芳賀郡 市貝町,2,5506,952,41
9345,2020,栃木県 芳賀郡 芳賀町,2,7420,1226,21
9361,2020,栃木県 下都賀郡 壬生町,2,20032,3969,247
9364,2020,栃木県 下都賀郡 野木町,2,12512,2284,1
9384,2020,栃木県 塩谷郡 塩谷町,2,5219,689,NA
9386,2020,栃木県 塩谷郡 高根沢町,2,13975,2850,205
9407,2020,栃木県 那須郡 那須町,2,12172,1523,114
9411,2020,栃木県 那須郡 那珂川町,2,7533,1046,4
10201,2020,群馬県 前橋市,2,169851,29680,8429
10202,2020,群馬県 高崎市,2,190327,36054,3121
10203,2020,群馬県 桐生市,2,55053,7955,329
10204,2020,群馬県 伊勢崎市,2,105500,21486,1538
10205,2020,群馬県 太田市,2,108908,21048,1425
10206,2020,群馬県 沼田市,2,23395,3560,188
10207,2020,群馬県 館林市,2,37540,6607,248
10208,2020,群馬県 渋川市,2,38218,6045,224
10209,2020,群馬県 藤岡市,2,32495,5503,143
10210,2020,群馬県 富岡市,2,24043,3818,119
10211,2020,群馬県 安中市,2,28059,4092,117
10212,2020,群馬県 みどり市,2,25086,4371,304
