id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
29450,2020,奈良県 吉野郡 下北山村,1,361,44,NA
29451,2020,奈良県 吉野郡 上北山村,1,227,38,NA
29452,2020,奈良県 吉野郡 川上村,1,554,72,1
29453,2020,奈良県 吉野郡 東吉野村,1,703,72,1
30201,2020,和歌山県 和歌山市,1,167947,34088,1692
30202,2020,和歌山県 海南市,1,22548,3855,201
30203,2020,和歌山県 橋本市,1,28621,5138,211
30204,2020,和歌山県 有田市,1,12576,2227,111
30205,2020,和歌山県 御坊市,1,11404,2132,290
30206,2020,和歌山県 田辺市,1,32790,5626,438
30207,2020,和歌山県 新宮市,1,12610,1873,518
30208,2020,和歌山県 紀の川市,1,27815,5144,177
30209,2020,和歌山県 岩出市,1,25969,5335,510
30304,2020,和歌山県 海草郡 紀美野町,1,3796,488,NA
30341,2020,和歌山県 伊都郡 かつらぎ町,1,7428,1232,21
30343,2020,和歌山県 伊都郡 九度山町,1,1782,230,4
30344,2020,和歌山県 伊都郡 高野町,1,1499,287,16
30361,2020,和歌山県 有田郡 湯浅町,1,5196,860,48
30362,2020,和歌山県 有田郡 広川町,1,3195,530,21
30366,2020,和歌山県 有田郡 有田川町,1,11953,2227,28
30381,2020,和歌山県 日高郡 美浜町,1,3217,562,15
30382,2020,和歌山県 日高郡 日高町,1,3657,671,14
30383,2020,和歌山県 日高郡 由良町,1,2685,465,45
30390,2020,和歌山県 日高郡 印南町,1,3660,592,13
30391,2020,和歌山県 日高郡 みなべ町,1,5608,899,32
30392,2020,和歌山県 日高郡 日高川町,1,4449,677,NA
30401,2020,和歌山県 西牟婁郡 白浜町,1,9440,1487,115
30404,2020,和歌山県 西牟婁郡 上富田町,1,7246,1429,65
30406,2020,和歌山県 西牟婁郡 すさみ町,1,1747,214,13
30421,2020,和歌山県 東牟婁郡 那智勝浦町,1,6531,827,21
30422,2020,和歌山県 東牟婁郡 太地町,1,1229,179,1
30424,2020,和歌山県 東牟婁郡 古座川町,1,1130,109,NA
30427,2020,和歌山県 東牟婁郡 北山村,1,183,33,NA
30428,2020,和歌山県 東牟婁郡 串本町,1,7140,991,78
31201,2020,鳥取県 鳥取市,1,91356,18820,2224
31202,2020,鳥取県 米子市,1,69740,13918,1821
31203,2020,鳥取県 倉吉市,1,21840,3834,270
31204,2020,鳥取県 境港市,1,15775,3228,79
31302,2020,鳥取県 岩美郡 岩美町,1,5178,887,2
31325,2020,鳥取県 八頭郡 若桜町,1,1355,187,1
31328,2020,鳥取県 八頭郡 智頭町,1,3005,460,NA
31329,2020,鳥取県 八頭郡 八頭町,1,7611,1314,2
31364,2020,鳥取県 東伯郡 三朝町,1,2875,439,6
31370,2020,鳥取県 東伯郡 湯梨浜町,1,7657,1334,26
31371,2020,鳥取県 東伯郡 琴浦町,1,7682,1314,1
31372,2020,鳥取県 東伯郡 北栄町,1,6818,1130,16
31384,2020,鳥取県 西伯郡 日吉津村,1,1628,353,11
31386,2020,鳥取県 西伯郡 大山町,1,7390,1133,NA
31389,2020,鳥取県 西伯郡 南部町,1,4925,826,3
31390,2020,鳥取県 西伯郡 伯耆町,1,5051,837,9
31401,2020,鳥取県 日野郡 日南町,1,1982,260,2
31402,2020,鳥取県 日野郡 日野町,1,1323,157,NA
31403,2020,鳥取県 日野郡 江府町,1,1241,194,NA
32201,2020,島根県 松江市,1,98544,20028,2677
32202,2020,島根県 浜田市,1,27298,5355,503
32203,2020,島根県 出雲市,1,83469,16744,1224
32204,2020,島根県 益田市,1,21355,3235,378
32205,2020,島根県 大田市,1,15742,2482,79
32206,2020,島根県 安来市,1,17743,2968,64
32207,2020,島根県 江津市,1,10890,1653,68
32209,2020,島根県 雲南市,1,17316,2575,34
32343,2020,島根県 仁多郡 奥出雲町,1,5705,801,76
32386,2020,島根県 飯石郡 飯南町,1,2157,271,2
32441,2020,島根県 邑智郡 川本町,1,1556,217,7
32448,2020,島根県 邑智郡 美郷町,1,2080,289,1
32449,2020,島根県 邑智郡 邑南町,1,4874,652,10
32501,2020,島根県 鹿足郡 津和野町,1,3221,441,1
32505,2020,島根県 鹿足郡 吉賀町,1,2944,536,39
32525,2020,島根県 隠岐郡 海士町,1,1113,184,NA
32526,2020,島根県 隠岐郡 西ノ島町,1,1430,279,NA
32527,2020,島根県 隠岐郡 知夫村,1,323,60,NA
32528,2020,島根県 隠岐郡 隠岐の島町,1,6531,1044,7
33100,2020,岡山県 岡山市,1,348630,79045,11593
33202,2020,岡山県 倉敷市,1,228261,44196,20901
33203,2020,岡山県 津山市,1,48012,9138,987
33204,2020,岡山県 玉野市,1,27437,5053,232
33205,2020,岡山県 笠岡市,1,21866,3619,891
33207,2020,岡山県 井原市,1,18353,3186,78
33208,2020,岡山県 総社市,1,33425,7189,437
33209,2020,岡山県 高梁市,1,14225,2719,247
33210,2020,岡山県 新見市,1,13411,2031,98
33211,2020,岡山県 備前市,1,15516,2786,166
33212,2020,岡山県 瀬戸内市,1,17319,3040,147
33213,2020,岡山県 赤磐市,1,20454,3604,169
33214,2020,岡山県 真庭市,1,20397,3235,71
33215,2020,岡山県 美作市,1,12452,2050,106
33216,2020,岡山県 浅口市,1,15760,2688,66
33346,2020,岡山県 和気郡 和気町,1,6468,1062,15
33423,2020,岡山県 都窪郡 早島町,1,5930,1177,18
33445,2020,岡山県 浅口郡 里庄町,1,5206,1029,5
33461,2020,岡山県 小田郡 矢掛町,1,6412,1082,25
33586,2020,岡山県 真庭郡 新庄村,1,380,59,NA
33606,2020,岡山県 苫田郡 鏡野町,1,5810,934,18
33622,2020,岡山県 勝田郡 勝央町,1,5204,1045,11
33623,2020,岡山県 勝田郡 奈義町,1,2788,672,NA
33643,2020,岡山県 英田郡 西粟倉村,1,651,133,NA
33663,2020,岡山県 久米郡 久米南町,1,2173,283,NA
33666,2020,岡山県 久米郡 美咲町,1,6230,925,4
33681,2020,岡山県 加賀郡 吉備中央町,1,5275,791,15
34100,2020,広島県 広島市,1,579415,123871,19223
34202,2020,広島県 呉市,1,103816,20485,928
34203,2020,広島県 竹原市,1,11434,1712,91
34204,2020,広島県 三原市,1,43155,7647,264
34205,2020,広島県 尾道市,1,63468,12407,578
34207,2020,広島県 福山市,1,224246,47881,4640
34208,2020,広島県 府中市,1,18115,3111,38
34209,2020,広島県 三次市,1,24220,4233,377
34210,2020,広島県 庄原市,1,16014,2570,122
34211,2020,広島県 大竹市,1,12820,2658,55
34212,2020,広島県 東広島市,1,99690,25903,3109
34213,2020,広島県 廿日市市,1,54393,10521,507
34214,2020,広島県 安芸高田市,1,12614,2025,26
34215,2020,広島県 江田島市,1,11025,2563,34
34302,2020,広島県 安芸郡 府中町,1,25007,5555,190
34304,2020,広島県 安芸郡 海田町,1,14588,3706,89
34307,2020,広島県 安芸郡 熊野町,1,10958,1834,24
34309,2020,広島県 安芸郡 坂町,1,5984,1209,13
34368,2020,広島県 山県郡 安芸太田町,1,2675,312,NA
34369,2020,広島県 山県郡 北広島町,1,8768,1612,190
34431,2020,広島県 豊田郡 大崎上島町,1,3663,545,61
34462,2020,広島県 世羅郡 世羅町,1,7156,1014,179
34545,2020,広島県 神石郡 神石高原町,1,3932,498,1
35201,2020,山口県 下関市,1,118683,21808,2020
35202,2020,山口県 宇部市,1,77793,15883,1176
35203,2020,山口県 山口市,1,92352,18495,2156
35204,2020,山口県 萩市,1,20610,2823,123
35206,2020,山口県 防府市,1,54951,11483,474
35207,2020,山口県 下松市,1,27405,6027,299
35208,2020,山口県 岩国市,1,60981,10551,572
35210,2020,山口県 光市,1,23711,4181,240
35211,2020,山口県 長門市,1,15040,2091,66
35212,2020,山口県 柳井市,1,14345,2159,138
35213,2020,山口県 美祢市,1,10857,1755,60
35215,2020,山口県 周南市,1,66686,12338,2794
35216,2020,山口県 山陽小野田市,1,28635,5524,224
35305,2020,山口県 大島郡 周防大島町,1,6828,653,14
35321,2020,山口県 玖珂郡 和木町,1,2947,666,20
35341,2020,山口県 熊毛郡 上関町,1,1084,124,NA
35343,2020,山口県 熊毛郡 田布施町,1,6908,1128,25
35344,2020,山口県 熊毛郡 平生町,1,5553,837,21
35502,2020,山口県 阿武郡 阿武町,1,1367,167,1
36201,2020,徳島県 徳島市,1,120188,22332,13490
36202,2020,徳島県 鳴門市,1,25858,4492,286
36203,2020,徳島県 小松島市,1,17461,3287,249
36204,2020,徳島県 阿南市,1,33694,6350,296
36205,2020,徳島県 吉野川市,1,18231,3028,347
36206,2020,徳島県 阿波市,1,16476,2560,36
36207,2020,徳島県 美馬市,1,13342,2195,41
36208,2020,徳島県 三好市,1,11117,1474,26
36301,2020,徳島県 勝浦郡 勝浦町,1,2317,386,1
36302,2020,徳島県 勝浦郡 上勝町,1,651,85,NA
36321,2020,徳島県 名東郡 佐那河内村,1,998,130,NA
36341,2020,徳島県 名西郡 石井町,1,11752,2087,63
36342,2020,徳島県 名西郡 神山町,1,2183,277,NA
36368,2020,徳島県 那賀郡 那賀町,1,3521,407,13
36383,2020,徳島県 海部郡 牟岐町,1,1735,195,NA
36387,2020,徳島県 海部郡 美波町,1,2923,396,NA
36388,2020,徳島県 海部郡 海陽町,1,3965,513,32
36401,2020,徳島県 板野郡 松茂町,1,7193,1566,8
36402,2020,徳島県 板野郡 北島町,1,10976,2343,159
36403,2020,徳島県 板野郡 藍住町,1,16868,3670,246
36404,2020,徳島県 板野郡 板野町,1,6262,1153,26
36405,2020,徳島県 板野郡 上板町,1,5431,937,1
36468,2020,徳島県 美馬郡 つるぎ町,1,3608,492,3
36489,2020,徳島県 三好郡 東みよし町,1,6515,1098,24
37201,2020,香川県 高松市,1,202029,39416,9275
37202,2020,香川県 丸亀市,1,53018,11024,723
37203,2020,香川県 坂出市,1,24145,4389,226
37204,2020,香川県 善通寺市,1,15725,3733,181
37205,2020,香川県 観音寺市,1,27578,5110,441
37206,2020,香川県 さぬき市,1,22484,3699,311
37207,2020,香川県 東かがわ市,1,13358,1992,85
37208,2020,香川県 三豊市,1,29770,4981,131
37322,2020,香川県 小豆郡 土庄町,1,6044,858,20
37324,2020,香川県 小豆郡 小豆島町,1,6621,976,14
37341,2020,香川県 木田郡 三木町,1,12943,2401,166
37364,2020,香川県 香川郡 直島町,1,1646,429,55
37386,2020,香川県 綾歌郡 宇多津町,1,9180,2263,228
37387,2020,香川県 綾歌郡 綾川町,1,10999,1891,44
37403,2020,香川県 仲多度郡 琴平町,1,3938,656,16
37404,2020,香川県 仲多度郡 多度津町,1,11373,2582,252
37406,2020,香川県 仲多度郡 まんのう町,1,8346,1339,25
38201,2020,愛媛県 松山市,1,240292,47029,13421
38202,2020,愛媛県 今治市,1,71799,13510,555
38203,2020,愛媛県 宇和島市,1,33213,4886,273
38204,2020,愛媛県 八幡浜市,1,14971,2134,139
38205,2020,愛媛県 新居浜市,1,56004,10783,1151
38206,2020,愛媛県 西条市,1,50615,9792,532
38207,2020,愛媛県 大洲市,1,19423,2968,329
38210,2020,愛媛県 伊予市,1,16385,2785,52
38213,2020,愛媛県 四国中央市,1,40468,7133,2813
38214,2020,愛媛県 西予市,1,16635,2183,55
38215,2020,愛媛県 東温市,1,16180,3378,258
38356,2020,愛媛県 越智郡 上島町,1,3421,635,9
38386,2020,愛媛県 上浮穴郡 久万高原町,1,3513,412,44
38401,2020,愛媛県 伊予郡 松前町,1,13911,2642,64
38402,2020,愛媛県 伊予郡 砥部町,1,9519,1597,100
38422,2020,愛媛県 喜多郡 内子町,1,7303,1030,7
38442,2020,愛媛県 西宇和郡 伊方町,1,4036,497,1
38484,2020,愛媛県 北宇和郡 松野町,1,1725,217,2
38488,2020,愛媛県 北宇和郡 鬼北町,1,4463,527,NA
38506,2020,愛媛県 南宇和郡 愛南町,1,9186,1114,26
39201,2020,高知県 高知市,1,152455,28851,5595
39202,2020,高知県 室戸市,1,5648,737,28
39203,2020,高知県 安芸市,1,7754,1179,108
39204,2020,高知県 南国市,1,22130,4342,329
39205,2020,高知県 土佐市,1,12384,2193,54
39206,2020,高知県 須崎市,1,10068,1685,81
39208,2020,高知県 宿毛市,1,8914,1301,242
39209,2020,高知県 土佐清水市,1,5842,685,11
39210,2020,高知県 四万十市,1,15455,2534,292
39211,2020,高知県 香南市,1,15545,3119,135
39212,2020,高知県 香美市,1,12848,2600,218
39301,2020,高知県 安芸郡 東洋町,1,1085,145,NA
39302,2020,高知県 安芸郡 奈半利町,1,1399,208,6
39303,2020,高知県 安芸郡 田野町,1,1174,191,12
39304,2020,高知県 安芸郡 安田町,1,1144,149,9
39305,2020,高知県 安芸郡 北川村,1,552,85,NA
39306,2020,高知県 安芸郡 馬路村,1,358,60,NA
39307,2020,高知県 安芸郡 芸西村,1,1724,301,NA
39341,2020,高知県 長岡郡 本山町,1,1516,227,1
39344,2020,高知県 長岡郡 大豊町,1,1546,154,1
39363,2020,高知県 土佐郡 土佐町,1,1780,233,1
39364,2020,高知県 土佐郡 大川村,1,189,36,NA
39386,2020,高知県 吾川郡 いの町,1,10179,1536,138
39387,2020,高知県 吾川郡 仁淀川町,1,2306,252,3
39401,2020,高知県 高岡郡 中土佐町,1,2782,363,2
39402,2020,高知県 高岡郡 佐川町,1,5751,823,16
39403,2020,高知県 高岡郡 越知町,1,2390,321,NA
39405,2020,高知県 高岡郡 檮原町,1,1611,232,NA
39410,2020,高知県 高岡郡 日高村,1,2282,354,NA
39411,2020,高知県 高岡郡 津野町,1,2516,333,NA
39412,2020,高知県 高岡郡 四万十町,1,7442,1056,53
39424,2020,高知県 幡多郡 大月町,1,2128,271,NA
39427,2020,高知県 幡多郡 三原村,1,690,100,NA
39428,2020,高知県 幡多郡 黒潮町,1,4944,718,NA
40100,2020,福岡県 北九州市,1,443269,86967,22013
40130,2020,福岡県 福岡市,1,761148,191155,40299
40202,2020,福岡県 大牟田市,1,51262,9207,673
40203,2020,福岡県 久留米市,1,144522,28071,13446
40204,2020,福岡県 直方市,1,26403,5303,120
40205,2020,福岡県 飯塚市,1,60174,13166,1048
40206,2020,福岡県 田川市,1,21056,3980,329
40207,2020,福岡県 柳川市,1,30437,5461,255
40210,2020,福岡県 八女市,1,28451,4877,300
40211,2020,福岡県 筑後市,1,23400,5024,145
40212,2020,福岡県 大川市,1,15427,2805,90
40213,2020,福岡県 行橋市,1,34120,7007,535
40214,2020,福岡県 豊前市,1,11378,1917,72
40215,2020,福岡県 中間市,1,18961,3570,189
40216,2020,福岡県 小郡市,1,27825,5473,221
40217,2020,福岡県 筑紫野市,1,49289,10073,843
40218,2020,福岡県 春日市,1,53099,11224,839
40219,2020,福岡県 大野城市,1,48887,10709,1371
40220,2020,福岡県 宗像市,1,46143,9666,851
40221,2020,福岡県 太宰府市,1,34743,6704,874
40223,2020,福岡県 古賀市,1,27924,5854,87
40224,2020,福岡県 福津市,1,31286,6518,274
40225,2020,福岡県 うきは市,1,13145,2197,382
40226,2020,福岡県 宮若市,1,12379,2355,60
40227,2020,福岡県 嘉麻市,1,16400,2758,70
40228,2020,福岡県 朝倉市,1,23546,4218,285
40229,2020,福岡県 みやま市,1,16675,2646,52
40230,2020,福岡県 糸島市,1,46984,9102,186
40231,2020,福岡県 那珂川市,1,24194,4983,219
40341,2020,福岡県 糟屋郡 宇美町,1,18964,3966,93
40342,2020,福岡県 糟屋郡 篠栗町,1,15014,3207,44
