id_muni2020,year,name_muni2020,pop_total,pop_age20_39,pop_ageunknown
4606,1980,宮城県 本吉郡 南三陸町,11368,2743,NA
5201,1980,秋田県 秋田市,157270,51577,NA
5202,1980,秋田県 能代市,40091,10381,NA
5203,1980,秋田県 横手市,62355,15941,NA
5204,1980,秋田県 大館市,50068,13398,NA
5206,1980,秋田県 男鹿市,24848,6471,NA
5207,1980,秋田県 湯沢市,34162,8611,NA
5209,1980,秋田県 鹿角市,23997,5934,NA
5210,1980,秋田県 由利本荘市,49795,13325,NA
5211,1980,秋田県 潟上市,17098,5077,NA
5212,1980,秋田県 大仙市,55236,14528,NA
5213,1980,秋田県 北秋田市,26709,6450,NA
5214,1980,秋田県 にかほ市,16491,4395,NA
5215,1980,秋田県 仙北市,20210,5343,NA
5303,1980,秋田県 鹿角郡 小坂町,5553,1228,NA
5327,1980,秋田県 北秋田郡 上小阿仁村,2278,459,NA
5346,1980,秋田県 山本郡 藤里町,3039,705,NA
5348,1980,秋田県 山本郡 三種町,13616,3387,NA
5349,1980,秋田県 山本郡 八峰町,6173,1441,NA
5361,1980,秋田県 南秋田郡 五城目町,8331,2016,NA
5363,1980,秋田県 南秋田郡 八郎潟町,4303,1228,NA
5366,1980,秋田県 南秋田郡 井川町,3289,876,NA
5368,1980,秋田県 南秋田郡 大潟村,1629,498,NA
5434,1980,秋田県 仙北郡 美郷町,13731,3470,NA
5463,1980,秋田県 雄勝郡 羽後町,11001,2622,NA
5464,1980,秋田県 雄勝郡 東成瀬村,2069,458,NA
6201,1980,山形県 山形市,122506,37224,1
6202,1980,山形県 米沢市,47614,12513,NA
6203,1980,山形県 鶴岡市,79992,20261,NA
6204,1980,山形県 酒田市,65285,17367,NA
