id_muni2020,year,name_muni2020,pop_total,pop_age20_39,pop_ageunknown
4362,1980,宮城県 亘理郡 山元町,8925,2511,NA
4401,1980,宮城県 宮城郡 松島町,8820,2556,NA
4404,1980,宮城県 宮城郡 七ヶ浜町,8146,2558,NA
4406,1980,宮城県 宮城郡 利府町,5705,1719,NA
4421,1980,宮城県 黒川郡 大和町,9138,2546,NA
4422,1980,宮城県 黒川郡 大郷町,5115,1367,NA
4424,1980,宮城県 黒川郡 大衡村,2625,691,NA
4444,1980,宮城県 加美郡 色麻町,4456,1113,NA
4445,1980,宮城県 加美郡 加美町,15780,3981,NA
4501,1980,宮城県 遠田郡 涌谷町,10887,2965,NA
4505,1980,宮城県 遠田郡 美里町,14479,3934,NA
4581,1980,宮城県 牡鹿郡 女川町,8015,2050,NA
