id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
1100,1980,北海道 札幌市,0,1401757,525878,NA
1202,1980,北海道 函館市,0,345165,107212,NA
1203,1980,北海道 小樽市,0,180728,51968,NA
1204,1980,北海道 旭川市,0,352619,118332,35
1205,1980,北海道 室蘭市,0,150199,47302,4
1206,1980,北海道 釧路市,0,227234,76076,NA
1207,1980,北海道 帯広市,0,153861,53332,NA
1208,1980,北海道 北見市,0,128229,41932,NA
1209,1980,北海道 夕張市,0,41715,9085,NA
1210,1980,北海道 岩見沢市,0,93340,28329,NA
1211,1980,北海道 網走市,0,44777,14304,NA
1212,1980,北海道 留萌市,0,36626,11279,NA
1213,1980,北海道 苫小牧市,0,151967,54441,10
1214,1980,北海道 稚内市,0,53471,16928,NA
1215,1980,北海道 美唄市,0,38552,10283,2
1216,1980,北海道 芦別市,0,32946,7815,NA
1217,1980,北海道 江別市,0,86349,28680,48
1218,1980,北海道 赤平市,0,25467,6205,NA
1219,1980,北海道 紋別市,0,33860,10350,NA
1220,1980,北海道 士別市,0,32103,8538,NA
1221,1980,北海道 名寄市,0,42222,12556,NA
1222,1980,北海道 三笠市,0,23319,5293,NA
1223,1980,北海道 根室市,0,42880,13095,NA
1224,1980,北海道 千歳市,0,66788,25578,40
1225,1980,北海道 滝川市,0,51192,16119,11
1226,1980,北海道 砂川市,0,25355,7222,NA
1227,1980,北海道 歌志内市,0,10178,2127,NA
1228,1980,北海道 深川市,0,35376,9255,NA
1229,1980,北海道 富良野市,0,28499,7874,NA
1230,1980,北海道 登別市,0,56503,16858,28
1231,1980,北海道 恵庭市,0,42911,14559,NA
1233,1980,北海道 伊達市,0,36309,10305,NA
1234,1980,北海道 北広島市,0,34148,11289,34
1235,1980,北海道 石狩市,0,40783,13115,NA
1236,1980,北海道 北斗市,0,39096,11517,NA
1303,1980,北海道 石狩振興局 当別町,0,17316,5389,NA
1304,1980,北海道 石狩振興局 新篠津村,0,4144,1113,NA
1331,1980,北海道 渡島総合振興局 松前町,0,17524,4627,NA
1332,1980,北海道 渡島総合振興局 福島町,0,11613,3192,NA
1333,1980,北海道 渡島総合振興局 知内町,0,7363,2105,NA
1334,1980,北海道 渡島総合振興局 木古内町,0,9514,2474,NA
1337,1980,北海道 渡島総合振興局 七飯町,0,21267,5886,NA
1343,1980,北海道 渡島総合振興局 鹿部町,0,5011,1373,NA
1345,1980,北海道 渡島総合振興局 森町,0,23467,6328,NA
1346,1980,北海道 渡島総合振興局 八雲町,0,26359,7454,NA
1347,1980,北海道 渡島総合振興局 長万部町,0,11004,2718,NA
1361,1980,北海道 檜山振興局 江差町,0,13930,3892,NA
1362,1980,北海道 檜山振興局 上ノ国町,0,8803,2101,NA
1363,1980,北海道 檜山振興局 厚沢部町,0,6862,1615,NA
1364,1980,北海道 檜山振興局 乙部町,0,7031,1743,NA
1367,1980,北海道 檜山振興局 奥尻町,0,5490,1550,NA
1370,1980,北海道 檜山振興局 今金町,0,9241,2407,NA
1371,1980,北海道 檜山振興局 せたな町,0,16051,3872,NA
1391,1980,北海道 後志総合振興局 島牧村,0,3138,647,NA
1392,1980,北海道 後志総合振興局 寿都町,0,5925,1377,NA
1393,1980,北海道 後志総合振興局 黒松内町,0,4532,1032,NA
1394,1980,北海道 後志総合振興局 蘭越町,0,8055,1871,NA
1395,1980,北海道 後志総合振興局 ニセコ町,0,4567,1035,NA
1396,1980,北海道 後志総合振興局 真狩村,0,3140,810,NA
1397,1980,北海道 後志総合振興局 留寿都村,0,2075,510,NA
1398,1980,北海道 後志総合振興局 喜茂別町,0,4085,1020,NA
1399,1980,北海道 後志総合振興局 京極町,0,4276,1056,NA
1400,1980,北海道 後志総合振興局 倶知安町,0,18893,6133,NA
1401,1980,北海道 後志総合振興局 共和町,0,7931,1878,NA
1402,1980,北海道 後志総合振興局 岩内町,0,22373,5809,NA
1403,1980,北海道 後志総合振興局 泊村,0,2788,518,NA
1404,1980,北海道 後志総合振興局 神恵内村,0,2014,454,NA
1405,1980,北海道 後志総合振興局 積丹町,0,4910,1051,NA
1406,1980,北海道 後志総合振興局 古平町,0,5901,1337,NA
1407,1980,北海道 後志総合振興局 仁木町,0,5467,1346,NA
1408,1980,北海道 後志総合振興局 余市町,0,26632,7132,NA
1409,1980,北海道 後志総合振興局 赤井川村,0,1485,331,NA
1423,1980,北海道 空知総合振興局 南幌町,0,5444,1416,NA
1424,1980,北海道 空知総合振興局 奈井江町,0,8648,2317,NA
1425,1980,北海道 空知総合振興局 上砂川町,0,10790,2345,NA
1427,1980,北海道 空知総合振興局 由仁町,0,9000,2184,NA
1428,1980,北海道 空知総合振興局 長沼町,0,13354,3557,NA
1429,1980,北海道 空知総合振興局 栗山町,0,17482,4630,NA
1430,1980,北海道 空知総合振興局 月形町,0,5427,1333,NA
1431,1980,北海道 空知総合振興局 浦臼町,0,3654,847,NA
1432,1980,北海道 空知総合振興局 新十津川町,0,9429,2273,NA
1433,1980,北海道 空知総合振興局 妹背牛町,0,6136,1518,NA
1434,1980,北海道 空知総合振興局 秩父別町,0,4163,996,NA
1436,1980,北海道 空知総合振興局 雨竜町,0,4147,916,NA
1437,1980,北海道 空知総合振興局 北竜町,0,3569,862,NA
1438,1980,北海道 空知総合振興局 沼田町,0,6207,1501,NA
1452,1980,北海道 上川総合振興局 鷹栖町,0,7509,1913,NA
1453,1980,北海道 上川総合振興局 東神楽町,0,5425,1499,NA
1454,1980,北海道 上川総合振興局 当麻町,0,9619,2376,NA
1455,1980,北海道 上川総合振興局 比布町,0,5806,1465,NA
1456,1980,北海道 上川総合振興局 愛別町,0,5815,1392,NA
1457,1980,北海道 上川総合振興局 上川町,0,9302,2437,NA
1458,1980,北海道 上川総合振興局 東川町,0,7774,2050,NA
1459,1980,北海道 上川総合振興局 美瑛町,0,14826,3727,NA
1460,1980,北海道 上川総合振興局 上富良野町,0,14441,4581,NA
1461,1980,北海道 上川総合振興局 中富良野町,0,7039,1763,NA
1462,1980,北海道 上川総合振興局 南富良野町,0,4530,1080,NA
1463,1980,北海道 上川総合振興局 占冠村,0,1601,374,NA
1464,1980,北海道 上川総合振興局 和寒町,0,6696,1561,NA
1465,1980,北海道 上川総合振興局 剣淵町,0,5481,1357,NA
1468,1980,北海道 上川総合振興局 下川町,0,7173,1648,NA
1469,1980,北海道 上川総合振興局 美深町,0,8350,2035,NA
1470,1980,北海道 上川総合振興局 音威子府村,0,2100,624,NA
1471,1980,北海道 上川総合振興局 中川町,0,3559,903,NA
1472,1980,北海道 上川総合振興局 幌加内町,0,3740,880,NA
1481,1980,北海道 留萌振興局 増毛町,0,8319,1796,NA
1482,1980,北海道 留萌振興局 小平町,0,6474,1444,NA
1483,1980,北海道 留萌振興局 苫前町,0,6528,1407,NA
1484,1980,北海道 留萌振興局 羽幌町,0,13254,3425,NA
1485,1980,北海道 留萌振興局 初山別村,0,2444,548,NA
1486,1980,北海道 留萌振興局 遠別町,0,5375,1286,NA
1487,1980,北海道 留萌振興局 天塩町,0,6281,1728,NA
1511,1980,北海道 宗谷総合振興局 猿払村,0,3358,932,NA
1512,1980,北海道 宗谷総合振興局 浜頓別町,0,6503,2005,NA
1513,1980,北海道 宗谷総合振興局 中頓別町,0,4203,1087,NA
1514,1980,北海道 宗谷総合振興局 枝幸町,0,13633,3793,NA
1516,1980,北海道 宗谷総合振興局 豊富町,0,6723,1937,6
1517,1980,北海道 宗谷総合振興局 礼文町,0,5990,1615,NA
1518,1980,北海道 宗谷総合振興局 利尻町,0,5828,1465,NA
1519,1980,北海道 宗谷総合振興局 利尻富士町,0,6028,1440,NA
1520,1980,北海道 宗谷総合振興局 幌延町,0,4253,1338,NA
1543,1980,北海道 オホーツク総合振興局 美幌町,0,26534,8179,NA
1544,1980,北海道 オホーツク総合振興局 津別町,0,9685,2347,NA
1545,1980,北海道 オホーツク総合振興局 斜里町,0,15795,4709,NA
1546,1980,北海道 オホーツク総合振興局 清里町,0,6774,1688,NA
1547,1980,北海道 オホーツク総合振興局 小清水町,0,7836,2050,NA
1549,1980,北海道 オホーツク総合振興局 訓子府町,0,7773,2193,NA
1550,1980,北海道 オホーツク総合振興局 置戸町,0,6430,1529,NA
1552,1980,北海道 オホーツク総合振興局 佐呂間町,0,8666,2161,NA
1555,1980,北海道 オホーツク総合振興局 遠軽町,0,30428,8407,NA
1559,1980,北海道 オホーツク総合振興局 湧別町,0,14326,3575,NA
1560,1980,北海道 オホーツク総合振興局 滝上町,0,5673,1223,NA
1561,1980,北海道 オホーツク総合振興局 興部町,0,6628,1816,NA
1562,1980,北海道 オホーツク総合振興局 西興部村,0,1609,342,NA
1563,1980,北海道 オホーツク総合振興局 雄武町,0,7041,1900,NA
1564,1980,北海道 オホーツク総合振興局 大空町,0,9565,2583,NA
1571,1980,北海道 胆振総合振興局 豊浦町,0,6424,1520,NA
1575,1980,北海道 胆振総合振興局 壮瞥町,0,4292,1098,NA
1578,1980,北海道 胆振総合振興局 白老町,0,24168,7203,3
1581,1980,北海道 胆振総合振興局 厚真町,0,6817,1652,1
1584,1980,北海道 胆振総合振興局 洞爺湖町,0,14401,3971,NA
1585,1980,北海道 胆振総合振興局 安平町,0,11258,3140,NA
1586,1980,北海道 胆振総合振興局 むかわ町,0,14591,3959,NA
1601,1980,北海道 日高振興局 日高町,0,18875,5371,NA
1602,1980,北海道 日高振興局 平取町,0,8494,2099,NA
1604,1980,北海道 日高振興局 新冠町,0,7634,2109,NA
1607,1980,北海道 日高振興局 浦河町,0,19408,5481,NA
1608,1980,北海道 日高振興局 様似町,0,7986,2099,NA
1609,1980,北海道 日高振興局 えりも町,0,7520,2199,NA
1610,1980,北海道 日高振興局 新ひだか町,0,33190,9671,NA
1631,1980,北海道 十勝総合振興局 音更町,0,31134,9677,NA
1632,1980,北海道 十勝総合振興局 士幌町,0,6979,1915,NA
1633,1980,北海道 十勝総合振興局 上士幌町,0,7571,2005,NA
1634,1980,北海道 十勝総合振興局 鹿追町,0,6744,2014,NA
1635,1980,北海道 十勝総合振興局 新得町,0,9502,2516,NA
1636,1980,北海道 十勝総合振興局 清水町,0,13352,3616,NA
1637,1980,北海道 十勝総合振興局 芽室町,0,16580,4742,NA
1638,1980,北海道 十勝総合振興局 中札内村,0,3785,1036,NA
1639,1980,北海道 十勝総合振興局 更別村,0,3624,905,NA
1641,1980,北海道 十勝総合振興局 大樹町,0,8356,2312,NA
1642,1980,北海道 十勝総合振興局 広尾町,0,11512,3339,NA
1643,1980,北海道 十勝総合振興局 幕別町,0,22390,6653,NA
1644,1980,北海道 十勝総合振興局 池田町,0,11902,3167,NA
1645,1980,北海道 十勝総合振興局 豊頃町,0,5779,1415,NA
1646,1980,北海道 十勝総合振興局 本別町,0,13253,3572,NA
1647,1980,北海道 十勝総合振興局 足寄町,0,12667,3291,NA
1648,1980,北海道 十勝総合振興局 陸別町,0,5002,1236,NA
1649,1980,北海道 十勝総合振興局 浦幌町,0,9693,2529,NA
1661,1980,北海道 釧路総合振興局 釧路町,0,13123,4731,NA
1662,1980,北海道 釧路総合振興局 厚岸町,0,15940,4467,NA
1663,1980,北海道 釧路総合振興局 浜中町,0,9243,2618,NA
1664,1980,北海道 釧路総合振興局 標茶町,0,12297,3469,NA
1665,1980,北海道 釧路総合振興局 弟子屈町,0,12206,3537,NA
1667,1980,北海道 釧路総合振興局 鶴居村,0,2638,738,NA
1668,1980,北海道 釧路総合振興局 白糠町,0,14514,4044,NA
1691,1980,北海道 根室振興局 別海町,0,19035,6011,NA
1692,1980,北海道 根室振興局 中標津町,0,21187,7382,NA
1693,1980,北海道 根室振興局 標津町,0,7730,2331,NA
1694,1980,北海道 根室振興局 羅臼町,0,8299,2645,NA
2201,1980,青森県 青森市,0,309768,99008,NA
2202,1980,青森県 弘前市,0,192291,58508,NA
2203,1980,青森県 八戸市,0,245617,80064,NA
2204,1980,青森県 黒石市,0,40755,11663,NA
2205,1980,青森県 五所川原市,0,68738,19484,NA
2206,1980,青森県 十和田市,0,67050,21172,NA
2207,1980,青森県 三沢市,0,39962,12985,NA
2208,1980,青森県 むつ市,0,71567,21815,NA
2209,1980,青森県 つがる市,0,46869,12617,NA
2210,1980,青森県 平川市,0,38979,10689,NA
2301,1980,青森県 東津軽郡 平内町,0,17501,4906,1
2303,1980,青森県 東津軽郡 今別町,0,7113,1804,NA
2304,1980,青森県 東津軽郡 蓬田村,0,4360,1098,NA
2307,1980,青森県 東津軽郡 外ヶ浜町,0,14955,4021,NA
2321,1980,青森県 西津軽郡 鰺ヶ沢町,0,17402,4326,NA
2323,1980,青森県 西津軽郡 深浦町,0,15445,3703,NA
2343,1980,青森県 中津軽郡 西目屋村,0,2812,683,NA
2361,1980,青森県 南津軽郡 藤崎町,0,17787,4932,NA
2362,1980,青森県 南津軽郡 大鰐町,0,16312,4286,NA
2367,1980,青森県 南津軽郡 田舎館村,0,10053,2745,NA
2381,1980,青森県 北津軽郡 板柳町,0,19215,5134,NA
2384,1980,青森県 北津軽郡 鶴田町,0,16892,4409,NA
2387,1980,青森県 北津軽郡 中泊町,0,19968,5471,NA
2401,1980,青森県 上北郡 野辺地町,0,18419,5375,NA
2402,1980,青森県 上北郡 七戸町,0,22707,6239,NA
2405,1980,青森県 上北郡 六戸町,0,10532,2951,NA
2406,1980,青森県 上北郡 横浜町,0,6590,1640,NA
2408,1980,青森県 上北郡 東北町,0,22587,6266,NA
2411,1980,青森県 上北郡 六ヶ所村,0,11104,2972,NA
2412,1980,青森県 上北郡 おいらせ町,0,17637,5291,NA
2423,1980,青森県 下北郡 大間町,0,7624,2102,NA
2424,1980,青森県 下北郡 東通村,0,9975,2600,NA
2425,1980,青森県 下北郡 風間浦村,0,3917,962,NA
2426,1980,青森県 下北郡 佐井村,0,4174,1004,NA
2441,1980,青森県 三戸郡 三戸町,0,15606,4027,NA
2442,1980,青森県 三戸郡 五戸町,0,23720,6293,NA
2443,1980,青森県 三戸郡 田子町,0,8878,2173,NA
2445,1980,青森県 三戸郡 南部町,0,24495,6256,NA
2446,1980,青森県 三戸郡 階上町,0,10199,2912,NA
2450,1980,青森県 三戸郡 新郷村,0,4332,1033,NA
3201,1980,岩手県 盛岡市,0,272814,92978,NA
3202,1980,岩手県 宮古市,0,78617,21278,NA
