id_muni2020,name_muni2020,pop_total_1980,pop_age20_39_1980,pop_ageunknown_1980,pop_total_2020,pop_age20_39_2020,pop_ageunknown_2020,ratio_pop_age20_39
6201,山形県 山形市,122506,37224,1,128589,24606,2256,-33.89748549323017
6202,山形県 米沢市,47614,12513,NA,40994,7086,186,-43.37089426995924
6203,山形県 鶴岡市,79992,20261,NA,63721,9618,318,-52.52949015349686
6204,山形県 酒田市,65285,17367,NA,52435,7590,424,-56.296424252893416
6205,山形県 新庄市,22160,6091,NA,17986,2799,98,-54.04695452306682
6206,山形県 寒河江市,21266,5602,NA,20660,3655,116,-34.75544448411282
6207,山形県 上山市,19956,5055,NA,15201,2152,83,-57.42828882294757
6208,山形県 村山市,16578,3849,NA,11579,1577,8,-59.02831904390751
6209,山形県 長井市,17139,4274,1,13590,2169,54,-49.251286850725315
6210,山形県 天童市,27357,7841,NA,31918,6145,74,-21.629894146154825
6211,山形県 東根市,20312,5377,NA,24157,4749,108,-11.679375116235825
6212,山形県 尾花沢市,12775,2974,NA,7651,929,1,-68.7626092804304
6213,山形県 南陽市,19134,4623,NA,15768,2618,16,-43.37010599178023
6301,山形県 東村山郡 山辺町,7416,1857,NA,7122,1119,8,-39.741518578352185
6302,山形県 東村山郡 中山町,6004,1518,NA,5495,850,NA,-44.00527009222661
6321,山形県 西村山郡 河北町,11321,2660,NA,9113,1311,6,-50.71428571428571
6322,山形県 西村山郡 西川町,4761,1007,NA,2569,293,1,-70.90367428003972
6323,山形県 西村山郡 朝日町,5626,1152,NA,3216,374,NA,-67.53472222222221
6324,山形県 西村山郡 大江町,5848,1247,NA,3849,512,NA,-58.94145950280674
6341,山形県 北村山郡 大石田町,5472,1243,NA,3364,420,NA,-66.2107803700724
6361,山形県 最上郡 金山町,4111,998,NA,2605,362,NA,-63.727454909819635
6362,山形県 最上郡 最上町,6745,1598,NA,4167,497,NA,-68.89862327909889
6363,山形県 最上郡 舟形町,4088,981,NA,2587,302,NA,-69.21508664627932
6364,山形県 最上郡 真室川町,6659,1610,NA,3795,448,NA,-72.17391304347827
6365,山形県 最上郡 大蔵村,2686,627,NA,1530,194,NA,-69.05901116427432
6366,山形県 最上郡 鮭川村,3433,870,NA,2015,228,NA,-73.79310344827586
6367,山形県 最上郡 戸沢村,3894,884,NA,2212,293,NA,-66.8552036199095
6381,山形県 東置賜郡 高畠町,14114,3588,NA,11513,1842,7,-48.66220735785953
6382,山形県 東置賜郡 川西町,11502,2787,NA,7457,1055,3,-62.14567635450305
6401,山形県 西置賜郡 小国町,6249,1456,NA,3534,403,4,-72.32142857142857
6402,山形県 西置賜郡 白鷹町,9683,2085,NA,6533,872,1,-58.177458033573146
6403,山形県 西置賜郡 飯豊町,5247,1187,NA,3399,490,1,-58.71946082561078
6426,山形県 東田川郡 三川町,4420,1091,NA,3907,597,6,-45.27956003666361
6428,山形県 東田川郡 庄内町,14420,3603,NA,10515,1461,21,-59.450457951706916
6461,山形県 飽海郡 遊佐町,10737,2615,NA,6843,755,1,-71.1281070745698
7201,福島県 福島市,138900,42310,NA,144503,25976,2912,-38.605530607421414
7202,福島県 会津若松市,68863,19379,NA,61313,10406,1082,-46.302698797667574
7203,福島県 郡山市,144446,45996,18,165862,32771,3222,-28.752500217410216
7204,福島県 いわき市,176452,49600,NA,169406,28611,3829,-42.31653225806452
7205,福島県 白河市,31106,8755,NA,29810,5307,336,-39.383209594517425
7207,福島県 須賀川市,35807,10165,NA,38211,6813,478,-32.975897688145594
7208,福島県 喜多方市,31244,6993,NA,23322,3514,NA,-49.74974974974975
7209,福島県 相馬市,19999,5210,NA,17329,2917,154,-44.01151631477928
7210,福島県 二本松市,34268,8628,NA,27252,4472,113,-48.16875289754289
7211,福島県 田村市,25103,5875,NA,17849,2692,62,-54.178723404255315
7212,福島県 南相馬市,38523,10343,NA,27990,4058,334,-60.765735279899445
7213,福島県 伊達市,37835,9913,NA,29927,4569,47,-53.909008372843736
7214,福島県 本宮市,14310,3872,NA,15218,2887,5,-25.439049586776864
7301,福島県 伊達郡 桑折町,7826,2105,NA,5968,862,7,-59.0498812351544
7303,福島県 伊達郡 国見町,6211,1619,NA,4525,593,1,-63.37245213094502
7308,福島県 伊達郡 川俣町,10818,2674,NA,6184,778,61,-70.90501121914734
7322,福島県 安達郡 大玉村,4016,1048,NA,4473,918,13,-12.404580152671752
7342,福島県 岩瀬郡 鏡石町,5692,1708,NA,6288,1210,6,-29.156908665105384
7344,福島県 岩瀬郡 天栄村,3516,845,NA,2627,414,NA,-51.005917159763314
7362,福島県 南会津郡 下郷町,4893,975,NA,2662,283,NA,-70.97435897435898
7364,福島県 南会津郡 檜枝岐村,393,117,NA,245,37,NA,-68.37606837606837
7367,福島県 南会津郡 只見町,3777,709,NA,2068,195,NA,-72.49647390691113
7368,福島県 南会津郡 南会津町,12424,2694,NA,7335,851,9,-68.41128433556051
7402,福島県 耶麻郡 北塩原村,1996,474,NA,1266,191,NA,-59.70464135021096
7405,福島県 耶麻郡 西会津町,5935,994,NA,2981,322,NA,-67.6056338028169
7407,福島県 耶麻郡 磐梯町,2313,503,NA,1718,243,NA,-51.68986083499006
7408,福島県 耶麻郡 猪苗代町,10180,2325,NA,7019,936,19,-59.74193548387097
7421,福島県 河沼郡 会津坂下町,10686,2438,NA,7823,1167,8,-52.13289581624283
7422,福島県 河沼郡 湯川村,1990,441,NA,1596,248,NA,-43.764172335600904
7423,福島県 河沼郡 柳津町,2953,559,NA,1580,154,NA,-72.45080500894454
7444,福島県 大沼郡 三島町,1752,328,NA,738,73,NA,-77.7439024390244
7445,福島県 大沼郡 金山町,2418,360,NA,954,73,1,-79.72222222222223
7446,福島県 大沼郡 昭和村,1360,230,NA,623,62,NA,-73.04347826086956
7447,福島県 大沼郡 会津美里町,14606,3233,NA,9906,1325,65,-59.01639344262295
7461,福島県 西白河郡 西郷村,6389,1866,NA,10172,2151,141,15.273311897106101
7464,福島県 西白河郡 泉崎村,2809,724,NA,3152,550,NA,-24.03314917127072
7465,福島県 西白河郡 中島村,2327,563,NA,2487,415,NA,-26.28774422735346
7466,福島県 西白河郡 矢吹町,8923,2567,NA,8638,1528,3,-40.47526295286327
7481,福島県 東白川郡 棚倉町,8369,2096,NA,6762,1108,38,-47.137404580152676
7482,福島県 東白川郡 矢祭町,4197,870,NA,2772,375,NA,-56.896551724137936
7483,福島県 東白川郡 塙町,6220,1334,NA,4223,601,9,-54.94752623688156
7484,福島県 東白川郡 鮫川村,2799,575,NA,1518,205,NA,-64.34782608695653
7501,福島県 石川郡 石川町,11151,2857,NA,7310,1029,20,-63.983199159958005
7502,福島県 石川郡 玉川村,3746,959,NA,3190,552,2,-42.440041710114706
7503,福島県 石川郡 平田村,4499,1063,NA,2943,415,NA,-60.95954844778928
7504,福島県 石川郡 浅川町,3877,941,NA,3005,436,14,-53.6663124335813
7505,福島県 石川郡 古殿町,3967,855,NA,2461,310,NA,-63.74269005847953
7521,福島県 田村郡 三春町,9775,2421,NA,8570,1351,41,-44.19661296984717
7522,福島県 田村郡 小野町,7322,1713,NA,4794,647,19,-62.23000583771161
7541,福島県 双葉郡 広野町,2684,722,NA,2101,291,17,-59.695290858725755
7542,福島県 双葉郡 楢葉町,4233,1012,NA,1563,201,NA,-80.13833992094862
7543,福島県 双葉郡 富岡町,7219,2094,NA,586,106,33,-94.93791786055397
7544,福島県 双葉郡 川内村,2064,388,NA,1009,120,36,-69.0721649484536
7545,福島県 双葉郡 大熊町,4411,1256,NA,93,24,NA,-98.08917197452229
7546,福島県 双葉郡 双葉町,3929,1028,NA,NA,NA,NA,NA
7547,福島県 双葉郡 浪江町,11660,3013,NA,573,71,50,-97.6435446398938
7548,福島県 双葉郡 葛尾村,991,202,NA,179,19,NA,-90.5940594059406
7561,福島県 相馬郡 新地町,4429,1083,NA,3960,650,7,-39.98153277931671
7564,福島県 相馬郡 飯舘村,4096,933,NA,656,60,2,-93.56913183279742
8201,茨城県 水戸市,122674,40319,NA,138148,27694,3186,-31.312780574915056
8202,茨城県 日立市,107184,33974,NA,87382,13777,1513,-59.44840171896155
8203,茨城県 土浦市,61188,19248,NA,71139,13600,1430,-29.343308395677468
8204,茨城県 古河市,58588,18782,NA,69609,13323,680,-29.06506229368544
8205,茨城県 石岡市,38773,11031,NA,36894,5973,671,-45.85259722599946
8207,茨城県 結城市,25040,7575,NA,25204,4513,172,-40.42244224422442
8208,茨城県 龍ケ崎市,21529,6508,NA,38425,6910,633,6.177012907191148
8210,茨城県 下妻市,19998,5517,NA,21109,3887,304,-29.54504259561356
8211,茨城県 常総市,30796,8710,NA,30369,5495,200,-36.911595866819745
8212,茨城県 常陸太田市,30772,7221,NA,24897,3499,29,-51.544107464340115
8214,茨城県 高萩市,16504,4898,NA,13895,2132,153,-56.472029399754994
8215,茨城県 北茨城市,24361,6741,NA,21041,3361,87,-50.140928645601534
8216,茨城県 笠間市,37249,10582,NA,37390,6264,469,-40.8051408051408
8217,茨城県 取手市,49065,17290,NA,53048,8956,421,-48.201272411798726
8219,茨城県 牛久市,20081,6703,NA,42878,7826,438,16.753692376547825
8220,茨城県 つくば市,61165,19638,NA,120613,27818,9346,41.65393624605358
8221,茨城県 ひたちなか市,62732,20852,NA,77288,14617,1326,-29.90120851716862
8222,茨城県 鹿嶋市,24610,8674,NA,32516,5614,510,-35.2778418261471
8223,茨城県 潮来市,14847,4280,NA,13932,2367,104,-44.69626168224299
8224,茨城県 守谷市,8705,2748,NA,34258,7371,210,168.23144104803492
8225,茨城県 常陸大宮市,25855,5885,NA,19875,2890,270,-50.89209855564996
8226,茨城県 那珂市,22884,6286,NA,27455,4642,157,-26.153356665606108
8227,茨城県 筑西市,56219,16529,NA,50735,8524,304,-48.43003206485571
8228,茨城県 坂東市,27564,8182,NA,25672,4460,231,-45.490100219995114
8229,茨城県 稲敷市,22070,5762,NA,19549,2825,86,-50.971884762235334
8230,茨城県 かすみがうら市,19238,5979,NA,19746,3410,21,-42.967051346378994
8231,茨城県 桜川市,26090,6944,NA,19763,3002,44,-56.76843317972351
8232,茨城県 神栖市,32975,11110,NA,46047,9707,267,-12.628262826282633
8233,茨城県 行方市,21547,5457,NA,16214,2571,1,-52.88620120945575
8234,茨城県 鉾田市,24197,6532,NA,22577,3942,327,-39.650949173300674
8235,茨城県 つくばみらい市,16550,5052,NA,24977,4873,995,-3.5431512272367405
8236,茨城県 小美玉市,21806,6377,NA,24279,4389,204,-31.174533479692645
8302,茨城県 東茨城郡 茨城町,16558,4676,NA,15838,2527,50,-45.958083832335326
8309,茨城県 東茨城郡 大洗町,11008,2991,NA,7926,1235,75,-58.7094617184888
8310,茨城県 東茨城郡 城里町,10467,2458,NA,9184,1273,7,-48.209926769731496
8341,茨城県 那珂郡 東海村,14240,4658,NA,18651,3455,151,-25.82653499355947
8364,茨城県 久慈郡 大子町,15138,3207,NA,8044,845,14,-73.65138758964764
8442,茨城県 稲敷郡 美浦村,6621,1957,NA,7123,1103,18,-43.638221768012265
8443,茨城県 稲敷郡 阿見町,16724,5181,2,24316,4886,330,-5.693881490059837
8447,茨城県 稲敷郡 河内町,5816,1442,NA,4180,597,2,-58.599167822468786
8521,茨城県 結城郡 八千代町,11542,3091,NA,10035,1706,20,-44.80750566159819
8542,茨城県 猿島郡 五霞町,4324,1275,NA,4027,644,66,-49.49019607843137
8546,茨城県 猿島郡 境町,12922,3819,NA,11927,2248,35,-41.136423147420786
8564,茨城県 北相馬郡 利根町,7258,2401,NA,7858,931,8,-61.224489795918366
9201,栃木県 宇都宮市,206629,68438,NA,259141,51353,7270,-24.964201174785938
9202,栃木県 足利市,84484,24998,1,73341,12018,660,-51.92415393231459
9203,栃木県 栃木市,86182,25531,NA,78141,13703,409,-46.32799341976421
9204,栃木県 佐野市,63612,18281,NA,58734,10452,736,-42.825884798424596
9205,栃木県 鹿沼市,49026,13887,NA,47424,8313,175,-40.13825880319723
9206,栃木県 日光市,49642,13484,NA,39838,6179,318,-54.17531889646989
9208,栃木県 小山市,63277,20726,NA,82216,16848,1362,-18.710798031458076
9209,栃木県 真岡市,34867,10436,NA,38708,7539,318,-27.759678037562285
9210,栃木県 大田原市,35593,9887,NA,36680,7072,971,-28.4717305552746
9211,栃木県 矢板市,16534,4836,NA,15750,2567,67,-46.91894127377998
9213,栃木県 那須塩原市,43177,13609,NA,57903,10903,993,-19.88390036005585
9214,栃木県 さくら市,17760,5053,NA,21411,4133,58,-18.20700573916485
9215,栃木県 那須烏山市,17217,4250,NA,12496,1769,NA,-58.37647058823529
9216,栃木県 下野市,21990,7141,NA,30054,6162,1199,-13.709564486766556
9301,栃木県 河内郡 上三川町,11312,3574,3,14964,2947,110,-17.54336877448237
9342,栃木県 芳賀郡 益子町,11222,3160,3,11027,1807,98,-42.816455696202524
9343,栃木県 芳賀郡 茂木町,10242,2226,NA,6019,702,9,-68.46361185983827
9344,栃木県 芳賀郡 市貝町,5254,1273,NA,5506,952,41,-25.216025137470545
9345,栃木県 芳賀郡 芳賀町,8443,2200,NA,7420,1226,21,-44.27272727272727
9361,栃木県 下都賀郡 壬生町,17549,5844,4,20032,3969,247,-32.08418891170432
9364,栃木県 下都賀郡 野木町,8315,2670,NA,12512,2284,1,-14.45692883895131
9384,栃木県 塩谷郡 塩谷町,7701,1949,NA,5219,689,NA,-64.64853771164701
9386,栃木県 塩谷郡 高根沢町,11563,3249,NA,13975,2850,205,-12.28070175438597
9407,栃木県 那須郡 那須町,13473,3493,NA,12172,1523,114,-56.398511308330946
9411,栃木県 那須郡 那珂川町,11564,2678,NA,7533,1046,4,-60.94100074682599
10201,群馬県 前橋市,159151,48670,NA,169851,29680,8429,-39.01787548798028
10202,群馬県 高崎市,163817,50958,NA,190327,36054,3121,-29.24761568350406
10203,群馬県 桐生市,76509,21521,NA,55053,7955,329,-63.03610427024766
10204,群馬県 伊勢崎市,80751,24022,NA,105500,21486,1538,-10.556989426359175
10205,群馬県 太田市,87864,27896,NA,108908,21048,1425,-24.548322340120443
10206,群馬県 沼田市,28860,7807,NA,23395,3560,188,-54.39989752785961
10207,群馬県 館林市,35964,11135,1,37540,6607,248,-40.66457117198025
10208,群馬県 渋川市,45189,12908,NA,38218,6045,224,-53.16857762627828
10209,群馬県 藤岡市,32288,9364,NA,32495,5503,143,-41.23237932507475
10210,群馬県 富岡市,27288,7670,NA,24043,3818,119,-50.22164276401564
10211,群馬県 安中市,31972,8543,NA,28059,4092,117,-52.10113543251785
10212,群馬県 みどり市,22354,6841,NA,25086,4371,304,-36.105832480631484
10344,群馬県 北群馬郡 榛東村,4809,1460,NA,7026,1363,24,-6.643835616438354
10345,群馬県 北群馬郡 吉岡町,5753,1686,NA,11179,2387,17,41.57769869513641
10366,群馬県 多野郡 上野村,1162,197,NA,555,100,NA,-49.23857868020305
10367,群馬県 多野郡 神流町,2777,526,NA,852,50,NA,-90.49429657794677
10382,群馬県 甘楽郡 下仁田町,7772,1768,NA,3352,326,NA,-81.56108597285068
10383,群馬県 甘楽郡 南牧村,3048,510,NA,849,50,NA,-90.19607843137256
10384,群馬県 甘楽郡 甘楽町,7057,1879,NA,6316,995,131,-47.046301224055355
10421,群馬県 吾妻郡 中之条町,11526,2763,NA,7888,1055,19,-61.81686572566052
10424,群馬県 吾妻郡 長野原町,3638,926,NA,2566,315,21,-65.98272138228943
10425,群馬県 吾妻郡 嬬恋村,5414,1405,NA,4328,560,3,-60.14234875444839
10426,群馬県 吾妻郡 草津町,4780,1303,NA,3015,413,168,-68.30391404451265
10428,群馬県 吾妻郡 高山村,2109,481,NA,1766,275,NA,-42.82744282744283
10429,群馬県 吾妻郡 東吾妻町,10235,2397,NA,6460,891,4,-62.828535669586984
10443,群馬県 利根郡 片品村,3149,745,NA,2044,206,8,-72.3489932885906
10444,群馬県 利根郡 川場村,1987,459,NA,1887,207,NA,-54.90196078431373
10448,群馬県 利根郡 昭和村,4147,1041,NA,3498,685,2,-34.19788664745437
10449,群馬県 利根郡 みなかみ町,14228,3484,NA,8846,1109,6,-68.16877152698049
10464,群馬県 佐波郡 玉村町,8968,2796,NA,18460,3624,1041,29.613733905579398
10521,群馬県 邑楽郡 板倉町,8119,2282,NA,7052,1108,73,-51.44609991235758
10522,群馬県 邑楽郡 明和町,4908,1454,NA,5417,1025,22,-29.504814305364512
10523,群馬県 邑楽郡 千代田町,5436,1638,NA,5391,988,3,-39.682539682539684
10524,群馬県 邑楽郡 大泉町,15663,5693,NA,19807,4303,371,-24.415949411558056
10525,群馬県 邑楽郡 邑楽町,10999,3558,1,12670,2114,68,-40.58459808881394
11100,埼玉県 さいたま市,435110,146665,131,671105,152332,14858,3.8639075444039106
11201,埼玉県 川越市,126742,43041,35,177091,30504,21431,-29.128040705373948
11202,埼玉県 熊谷市,89049,28037,NA,97328,17962,819,-35.93465777365624
11203,埼玉県 川口市,213998,74369,131,295036,68176,3928,-8.327394478882333
11206,埼玉県 行田市,38958,12301,NA,39881,6983,317,-43.2322575400374
11207,埼玉県 秩父市,39401,10252,NA,30606,4816,99,-53.02380023410067
11208,埼玉県 所沢市,117046,40802,86,174267,30214,22620,-25.94970834763002
11209,埼玉県 飯能市,32037,9699,NA,40067,7104,463,-26.755335601608408
11210,埼玉県 加須市,43824,13244,NA,55641,10468,405,-20.960434913923287
11211,埼玉県 本庄市,36852,10794,NA,39353,7197,508,-33.32406892718177
11212,埼玉県 東松山市,31082,10119,NA,45604,8854,1129,-12.501235299930824
11214,埼玉県 春日部市,93736,33364,NA,116325,18670,10500,-44.041481836710226
11215,埼玉県 狭山市,60354,21488,62,74521,13428,541,-37.50930752047654
11216,埼玉県 羽生市,24792,7467,2,26720,4684,1194,-37.27065755993036
11217,埼玉県 鴻巣市,43293,14276,NA,59155,11313,231,-20.755113477164468
11218,埼玉県 深谷市,60713,18916,NA,71068,13016,1247,-31.190526538380205
11219,埼玉県 上尾市,81645,28550,5,114652,21577,5384,-24.423817863397545
11221,埼玉県 草加市,91315,33354,18,123091,26952,20,-19.194099658211904
11222,埼玉県 越谷市,110925,39511,67,172874,38181,181,-3.3661511984004466
11223,埼玉県 蕨市,34650,12148,10,36813,9964,233,-17.97826802765887
11224,埼玉県 戸田市,37551,12896,35,69511,18564,2422,43.9516129032258
11225,埼玉県 入間市,51886,17643,2,73848,13861,386,-21.436263673978353
11227,埼玉県 朝霞市,42513,15423,36,70387,18171,246,17.817545224664457
11228,埼玉県 志木市,24815,8782,NA,38401,8540,294,-2.7556365292644047
11229,埼玉県 和光市,24016,8597,17,40851,11884,91,38.23426776782599
11230,埼玉県 新座市,59037,20433,30,84236,16951,2371,-17.041061028728034
11231,埼玉県 桶川市,27569,8996,7,37798,7205,139,-19.908848377056465
11232,埼玉県 久喜市,57314,19591,NA,75975,14050,1107,-28.283395436680102
11233,埼玉県 北本市,25290,8820,4,32987,5682,88,-35.578231292517
11234,埼玉県 八潮市,30377,10713,24,45368,11211,1115,4.648557826939226
11235,埼玉県 富士見市,39530,13829,31,56988,13450,1111,-2.7406175428447477
11237,埼玉県 三郷市,47939,18322,3,70659,15284,561,-16.581159262089294
11238,埼玉県 蓮田市,22594,7293,NA,31031,5844,10,-19.86836692719046
11239,埼玉県 坂戸市,37890,14606,69,50234,9279,767,-36.47131315897576
11240,埼玉県 幸手市,24776,8754,2,25087,4060,197,-53.6212017363491
11241,埼玉県 鶴ヶ島市,17647,6702,3,35532,7071,161,5.505819158460157
11242,埼玉県 日高市,21564,7387,2,27618,4621,141,-37.44415865710031
11243,埼玉県 吉川市,19349,7042,6,36179,8007,37,13.70349332575973
11245,埼玉県 ふじみ野市,45629,15746,3,57512,11678,549,-25.835132732122446
11246,埼玉県 白岡市,15599,5156,3,26450,5336,216,3.491078355314192
11301,埼玉県 北足立郡 伊奈町,10477,3723,2,22302,4306,190,15.659414450711795
11324,埼玉県 入間郡 三芳町,14306,5043,14,19485,3301,49,-34.54293079516161
11326,埼玉県 入間郡 毛呂山町,15646,5599,3,17832,3347,449,-40.221468119307026
11327,埼玉県 入間郡 越生町,5600,1640,1,5535,834,21,-49.146341463414636
11341,埼玉県 比企郡 滑川町,4603,1451,NA,9662,2007,90,38.3184011026878
11342,埼玉県 比企郡 嵐山町,8131,2618,2,8948,1612,54,-38.42627960275019
11343,埼玉県 比企郡 小川町,13648,3938,NA,14334,2076,42,-47.28288471305231
11346,埼玉県 比企郡 川島町,8725,2597,NA,9555,1534,12,-40.93184443588756
11347,埼玉県 比企郡 吉見町,7952,2388,NA,9065,1534,10,-35.76214405360134
11348,埼玉県 比企郡 鳩山町,5050,1747,1,7004,845,3,-51.63136805953062
11349,埼玉県 比企郡 ときがわ町,5640,1536,NA,5207,695,NA,-54.75260416666667
11361,埼玉県 秩父郡 横瀬町,4787,1342,NA,4013,607,7,-54.76900149031296
11362,埼玉県 秩父郡 皆野町,6580,1673,NA,4719,625,13,-62.64196054991034
11363,埼玉県 秩父郡 長瀞町,4614,1206,NA,3486,419,2,-65.25704809286898
11365,埼玉県 秩父郡 小鹿野町,8185,1910,NA,5546,732,8,-61.675392670157066
11369,埼玉県 秩父郡 東秩父村,2354,560,NA,1357,160,NA,-71.42857142857143
11381,埼玉県 児玉郡 美里町,5587,1488,NA,5499,881,12,-40.793010752688176
11383,埼玉県 児玉郡 神川町,6022,1616,NA,6604,1135,54,-29.76485148514851
11385,埼玉県 児玉郡 上里町,9949,2962,NA,15331,2629,702,-11.242403781228905
11408,埼玉県 大里郡 寄居町,14470,4198,NA,16321,2773,22,-33.944735588375416
11442,埼玉県 南埼玉郡 宮代町,14320,4895,NA,16965,3108,258,-36.50663942798774
11464,埼玉県 北葛飾郡 杉戸町,17036,5854,2,21918,3670,125,-37.30782371028357
11465,埼玉県 北葛飾郡 松伏町,9216,3033,NA,14058,2401,1,-20.837454665347842
12100,千葉県 千葉市,369569,133031,421,493705,96717,20836,-27.297396847351372
12202,千葉県 銚子市,46459,12565,1,30183,4199,250,-66.5817747711898
12203,千葉県 市川市,179275,67584,227,245325,63133,5169,-6.585878314393945
12204,千葉県 船橋市,233494,82558,95,324047,71952,6879,-12.846725938128344
12205,千葉県 館山市,29301,7377,NA,23307,2860,916,-61.230852650128774
12206,千葉県 木更津市,55150,18077,10,67716,13380,1220,-25.983293688111964
12207,千葉県 松戸市,198064,73261,188,251022,56068,3223,-23.46814812792618
12208,千葉県 野田市,55623,18000,NA,76443,13640,1029,-24.22222222222222
12210,千葉県 茂原市,36228,11200,14,44139,7181,744,-35.88392857142857
12211,千葉県 成田市,41994,14115,NA,66675,16240,1313,15.054906128232371
12212,千葉県 佐倉市,50776,16291,4,86322,14822,524,-9.01724878767418
12213,千葉県 東金市,18272,5205,1,28968,5394,515,3.6311239193083544
12215,千葉県 旭市,33492,9337,NA,32366,5894,210,-36.87479918603406
12216,千葉県 習志野市,60962,21576,NA,88315,19977,1213,-7.411012235817571
12217,千葉県 柏市,133733,46401,88,215644,45487,4658,-1.9697851339410821
12218,千葉県 勝浦市,13072,2860,NA,8223,945,23,-66.95804195804196
12219,千葉県 市原市,104267,35420,72,131086,24395,2341,-31.126482213438734
12220,千葉県 流山市,53148,17776,16,101418,24134,1868,35.76732673267327
12221,千葉県 八千代市,66768,23870,31,101578,21590,235,-9.551738583996649
12222,千葉県 我孫子市,50702,17430,34,66964,11639,1060,-33.22432587492828
12223,千葉県 鴨川市,21421,5036,NA,16892,2946,243,-41.50119142176331
12224,千葉県 鎌ケ谷市,37797,12964,4,56340,11067,1313,-14.632829373650102
12225,千葉県 君津市,38175,11707,NA,40278,6794,591,-41.96634492184164
12226,千葉県 富津市,28460,7845,NA,20936,2893,341,-63.12300828553219
12227,千葉県 浦安市,31633,13000,24,87856,25404,1177,95.41538461538461
12228,千葉県 四街道市,29545,10075,5,47229,8994,601,-10.729528535980148
12229,千葉県 袖ケ浦市,19147,6335,11,31669,6429,407,1.483820047355966
12230,千葉県 八街市,15975,4748,NA,33342,5806,431,22.28306655433867
12231,千葉県 印西市,15177,4284,NA,52035,11064,166,158.26330532212887
12232,千葉県 白井市,12424,4535,NA,31525,5374,312,18.500551267916208
12233,千葉県 富里市,11386,3894,NA,24432,5090,166,30.71391884951207
12234,千葉県 南房総市,28934,6212,NA,18820,1885,27,-69.65550547327753
12235,千葉県 匝瑳市,21003,5353,NA,17789,2602,NA,-51.39174294787969
12236,千葉県 香取市,46828,12608,NA,36730,5353,409,-57.54282994923858
12237,千葉県 山武市,22403,5904,NA,24244,3680,98,-37.66937669376694
12238,千葉県 いすみ市,22212,5195,NA,18182,2226,NA,-57.151106833493735
12239,千葉県 大網白里市,13124,3661,NA,24580,4115,156,12.400983337885819
12322,千葉県 印旛郡 酒々井町,6513,2166,NA,10590,1971,225,-9.002770083102495
12329,千葉県 印旛郡 栄町,4898,1309,NA,10258,1629,3,24.446142093200905
12342,千葉県 香取郡 神崎町,2836,739,NA,2878,413,39,-44.11366711772666
12347,千葉県 香取郡 多古町,8735,2098,NA,6794,992,35,-52.716873212583415
12349,千葉県 香取郡 東庄町,8990,2581,NA,6653,872,13,-66.21464548624564
12403,千葉県 山武郡 九十九里町,9244,2428,NA,7436,996,40,-58.97858319604613
12409,千葉県 山武郡 芝山町,3917,985,NA,3559,537,6,-45.48223350253807
12410,千葉県 山武郡 横芝光町,12995,3424,NA,11308,1700,4,-50.350467289719624
12421,千葉県 長生郡 一宮町,5444,1443,4,6073,934,64,-35.27373527373528
12422,千葉県 長生郡 睦沢町,3895,992,NA,3501,491,NA,-50.50403225806453
12423,千葉県 長生郡 長生村,5253,1424,NA,7002,1136,NA,-20.2247191011236
12424,千葉県 長生郡 白子町,5957,1578,NA,5190,698,7,-55.766793409378955
12426,千葉県 長生郡 長柄町,3787,964,NA,3426,388,1,-59.75103734439834
12427,千葉県 長生郡 長南町,5827,1406,NA,3671,422,NA,-69.98577524893315
12441,千葉県 夷隅郡 大多喜町,6932,1472,NA,4578,527,5,-64.19836956521738
12443,千葉県 夷隅郡 御宿町,4459,1009,NA,3614,325,8,-67.78989098116948
12463,千葉県 安房郡 鋸南町,6592,1491,NA,3637,401,NA,-73.10529845741114
13101,東京都 千代田区,28074,7941,9,33043,9619,87,21.13083994459135
13102,東京都 中央区,42581,12386,14,88248,26256,94,111.98126917487485
13103,東京都 港区,105709,36221,494,137076,36522,3868,0.831009635294433
13104,東京都 新宿区,173078,63711,420,174563,50847,14997,-20.191175778123082
13105,東京都 文京区,102951,34376,5,124586,33682,7923,-2.018850360716784
13106,東京都 台東区,92969,27448,16,102858,29051,1298,5.84013407169921
13107,東京都 墨田区,116594,36828,132,137298,40820,73,10.839578581514075
13108,東京都 江東区,176235,60885,90,266295,66751,3590,9.634556951630113
13109,東京都 品川区,174098,60755,64,213800,59326,10393,-2.3520697884947706
13110,東京都 目黒区,139422,51936,220,152268,43654,2182,-15.946549599507087
13111,東京都 大田区,324344,110228,270,375617,99286,14653,-9.926697390862572
13112,東京都 世田谷区,394429,143609,550,498072,135102,3160,-5.923723443516771
13113,東京都 渋谷区,128672,48713,91,125976,33857,11842,-30.496992589247217
13114,東京都 中野区,172541,64488,141,172355,52864,9912,-18.025058925691607
13115,東京都 杉並区,271109,100837,467,306807,85698,15424,-15.013338357944006
13116,東京都 豊島区,143995,52755,240,150579,49697,2810,-5.796606956686567
13117,東京都 北区,194726,65875,373,178924,49770,480,-24.447817836812145
13118,東京都 荒川区,97771,30364,74,109792,29047,735,-4.337373205111317
13119,東京都 板橋区,245640,87317,359,298304,80358,10507,-7.969811147886441
13120,東京都 練馬区,278367,93976,254,390838,100124,15754,6.5420958542606655
13121,東京都 足立区,307226,99744,257,347635,78571,10718,-21.227341995508496
13122,東京都 葛飾区,208307,66911,89,227335,53422,2036,-20.159615010984744
