id_muni2020,name_muni2020,pop_total_1980,pop_age20_39_1980,pop_ageunknown_1980,pop_total_2020,pop_age20_39_2020,pop_ageunknown_2020,ratio_pop_age20_39
13123,東京都 江戸川区,243217,82911,241,346605,84950,6917,2.4592635476595293
13201,東京都 八王子市,190159,62640,52,288048,57881,7339,-7.597381864623243
13202,東京都 立川市,71238,23920,88,92390,21397,160,-10.547658862876252
13203,東京都 武蔵野市,67557,25028,107,78281,19912,2695,-20.441105961323313
13204,東京都 三鷹市,79194,28030,160,100902,24111,4005,-13.981448448091328
13205,東京都 青梅市,49110,15732,8,66881,11422,211,-27.39638952453598
13206,東京都 府中市,90652,31065,178,131322,29253,4187,-5.832930951231285
13207,東京都 昭島市,44295,14989,26,57310,12043,470,-19.654413236373337
13208,東京都 調布市,86776,30144,183,125570,30073,5918,-0.23553609341825377
13209,東京都 町田市,147426,49254,131,220546,40990,4342,-16.778332724245747
13210,東京都 小金井市,49350,17780,114,64315,16380,2772,-7.874015748031493
13211,東京都 小平市,74524,25323,30,101232,22766,3162,-10.097539785965326
13212,東京都 日野市,70620,24506,10,95517,20635,3567,-15.796131559618054
13213,東京都 東村山市,59117,18685,24,77988,15474,1179,-17.184907679957185
13214,東京都 国分寺市,44031,15075,64,66257,15905,3054,5.505804311774454
13215,東京都 国立市,31813,11532,45,39615,9016,998,-21.81755116198404
13218,東京都 福生市,24439,8588,51,28391,6081,469,-29.191895668374478
13219,東京都 狛江市,34123,11522,12,43729,10689,1030,-7.229647630619684
13220,東京都 東大和市,32346,10510,13,42867,8309,182,-20.941960038058994
13221,東京都 清瀬市,31121,9514,22,39658,7840,789,-17.595122976665966
13222,東京都 東久留米市,52770,17826,21,59624,11269,830,-36.783350162683725
13223,東京都 武蔵村山市,27640,9022,25,35569,6764,386,-25.027710042119267
13224,東京都 多摩市,47244,17826,13,75340,14960,91,-16.077639403119036
13225,東京都 稲城市,23440,8321,1,46272,9933,661,19.372671553899767
13227,東京都 羽村市,20205,7305,9,26855,4926,61,-32.56673511293634
13228,東京都 あきる野市,31143,9636,NA,40062,6709,1485,-30.37567455375675
13229,東京都 西東京市,77830,25684,65,106396,23564,2154,-8.254166017754239
13303,東京都 西多摩郡 瑞穂町,11244,3443,4,15773,2847,84,-17.310485042114433
13305,東京都 西多摩郡 日の出町,6849,2138,NA,8691,1261,34,-41.01964452759589
13307,東京都 西多摩郡 檜原村,2076,451,NA,1020,84,2,-81.37472283813747
13308,東京都 西多摩郡 奥多摩町,4892,1246,NA,2361,239,3,-80.81861958266452
13361,東京都 大島支庁 大島町,5500,1310,NA,3435,445,NA,-66.03053435114504
13362,東京都 大島支庁 利島村,131,32,NA,130,31,NA,-3.125
13363,東京都 大島支庁 新島村,1864,437,NA,1237,160,NA,-63.38672768878719
13364,東京都 大島支庁 神津島村,1084,276,NA,903,144,NA,-47.82608695652174
13381,東京都 三宅支庁 三宅村,2143,410,NA,1004,160,1,-60.97560975609756
13382,東京都 三宅支庁 御蔵島村,104,25,NA,142,51,NA,104
13401,東京都 八丈支庁 八丈町,5161,1209,NA,3508,480,6,-60.297766749379655
13402,東京都 八丈支庁 青ヶ島村,83,NA,NA,67,26,NA,NA
13421,東京都 小笠原支庁 小笠原村,650,237,NA,1124,291,NA,22.78481012658229
14100,神奈川県 横浜市,1356659,459225,714,1910186,405265,45069,-11.750231368065766
14130,神奈川県 川崎市,497533,178631,179,762490,196772,21935,10.155572101147058
14150,神奈川県 相模原市,241996,84859,NA,363300,75883,10318,-10.577546282657114
14201,神奈川県 横須賀市,206511,63738,57,194565,33098,252,-48.07179390630393
14203,神奈川県 平塚市,104333,35158,24,129366,24365,2164,-30.69856078275215
14204,神奈川県 鎌倉市,88054,25837,39,91613,14874,519,-42.43139683399776
14205,神奈川県 藤沢市,147967,49394,215,221309,44261,3345,-10.391950439324615
14206,神奈川県 小田原市,89841,28089,NA,97535,17821,1879,-36.5552351454306
14207,神奈川県 茅ヶ崎市,85395,27460,5,124781,23510,758,-14.384559359067739
14208,神奈川県 逗子市,30258,8670,2,30341,4412,804,-49.1118800461361
14210,神奈川県 三浦市,24425,7294,2,21927,3030,107,-58.45900740334522
14211,神奈川県 秦野市,58621,21019,8,80305,14584,1085,-30.615157714448838
14212,神奈川県 厚木市,70274,25694,37,108362,21692,1625,-15.575620767494359
14213,神奈川県 大和市,82024,29176,54,119587,26310,2823,-9.823142308746913
14214,神奈川県 伊勢原市,34479,11794,NA,50294,10526,1003,-10.75122943869764
14215,神奈川県 海老名市,37650,13147,5,67885,14394,862,9.485053624400997
14216,神奈川県 座間市,45035,16141,28,66324,13350,1881,-17.291369803605726
14217,神奈川県 南足柄市,20072,6561,4,20841,3302,199,-49.672306050906876
14218,神奈川県 綾瀬市,31433,11103,NA,41332,7639,586,-31.19877510582726
14301,神奈川県 三浦郡 葉山町,14653,4208,2,16751,2173,203,-48.36026615969582
14321,神奈川県 高座郡 寒川町,17293,5983,4,23882,4668,173,-21.978940330937657
14341,神奈川県 中郡 大磯町,15160,4410,2,16223,2429,5,-44.92063492063492
14342,神奈川県 中郡 二宮町,13802,4309,NA,14279,2146,96,-50.197261545602224
14361,神奈川県 足柄上郡 中井町,4212,1413,NA,4636,650,119,-53.99858457183298
14362,神奈川県 足柄上郡 大井町,6317,2184,NA,8692,1510,70,-30.86080586080586
14363,神奈川県 足柄上郡 松田町,6450,2041,NA,5432,913,46,-55.26702596766291
14364,神奈川県 足柄上郡 山北町,6976,1953,NA,4935,660,12,-66.20583717357911
14366,神奈川県 足柄上郡 開成町,5334,1690,NA,9418,1835,27,8.579881656804744
14382,神奈川県 足柄下郡 箱根町,10687,3115,NA,5870,1195,235,-61.63723916532906
14383,神奈川県 足柄下郡 真鶴町,5161,1430,NA,3598,398,5,-72.16783216783217
14384,神奈川県 足柄下郡 湯河原町,13459,3934,13,12542,1512,139,-61.56583629893239
14401,神奈川県 愛甲郡 愛川町,14526,4871,NA,18986,3323,169,-31.77992198727161
14402,神奈川県 愛甲郡 清川村,1737,558,NA,1482,192,NA,-65.59139784946237
15100,新潟県 新潟市,373807,115969,NA,409534,77267,7234,-33.37271167294708
15202,新潟県 長岡市,147911,41746,NA,135925,23603,998,-43.46045130072342
15204,新潟県 三条市,55935,15844,NA,48827,7944,435,-49.86114617520828
15205,新潟県 柏崎市,49506,12392,NA,40970,6276,395,-49.35442220787605
15206,新潟県 新発田市,52689,13950,NA,48964,8455,286,-39.39068100358423
15208,新潟県 小千谷市,22836,6004,NA,17266,2578,93,-57.06195869420386
15209,新潟県 加茂市,18858,5105,NA,13035,1838,18,-63.99608227228208
15210,新潟県 十日町市,40155,9808,NA,25481,3252,54,-66.84339314845025
15211,新潟県 見附市,21738,5871,NA,20187,3456,43,-41.13438937148697
15212,新潟県 村上市,41985,10083,NA,29944,3982,18,-60.50778538133492
15213,新潟県 燕市,42231,12344,NA,39572,6949,183,-43.705443940375886
15216,新潟県 糸魚川市,31672,7312,NA,20697,2607,93,-64.34628008752735
15217,新潟県 妙高市,21804,5161,NA,15643,2195,31,-57.46948265839953
15218,新潟県 五泉市,32651,8631,NA,24735,3935,18,-54.40852740122813
15222,新潟県 上越市,110624,28617,NA,96118,15731,1078,-45.02917846035574
15223,新潟県 阿賀野市,24332,6182,NA,21126,3483,45,-43.65901002911679
15224,新潟県 佐渡市,44791,8498,NA,26611,3207,54,-62.26170863732643
15225,新潟県 魚沼市,24419,5957,NA,17681,2539,64,-57.377874769179115
15226,新潟県 南魚沼市,31997,8133,NA,28074,4651,215,-42.813230050411896
15227,新潟県 胎内市,18163,4785,NA,14550,2167,46,-54.71264367816092
15307,新潟県 北蒲原郡 聖籠町,6162,1665,NA,7087,1474,26,-11.471471471471473
15342,新潟県 西蒲原郡 弥彦村,4088,1138,NA,3972,576,NA,-49.38488576449912
15361,新潟県 南蒲原郡 田上町,5883,1664,NA,5832,838,6,-49.63942307692307
15385,新潟県 東蒲原郡 阿賀町,10478,1964,NA,5140,469,NA,-76.12016293279022
15405,新潟県 三島郡 出雲崎町,3776,679,NA,2135,256,NA,-62.297496318114874
15461,新潟県 南魚沼郡 湯沢町,4585,1224,NA,3821,545,38,-55.47385620915033
15482,新潟県 中魚沼郡 津南町,7102,1382,NA,4667,581,52,-57.95947901591896
15504,新潟県 刈羽郡 刈羽村,2723,603,NA,2136,328,4,-45.60530679933665
15581,新潟県 岩船郡 関川村,4515,918,NA,2700,297,NA,-67.64705882352942
15586,新潟県 岩船郡 粟島浦村,288,52,NA,172,26,NA,-50
16201,富山県 富山市,201097,60425,NA,211657,38481,2846,-36.31609433181631
16202,富山県 高岡市,97032,28416,NA,85911,13454,3208,-52.65343468468468
16204,富山県 魚津市,25910,7220,NA,20806,3064,710,-57.56232686980609
16205,富山県 氷見市,32360,8718,NA,23067,3019,23,-65.37049782060105
16206,富山県 滑川市,16115,4409,NA,16599,2868,41,-34.951236107960995
16207,富山県 黒部市,22299,6224,NA,20124,3215,289,-48.34511568123393
16208,富山県 砺波市,22732,6051,NA,24735,4241,222,-29.912411171707156
16209,富山県 小矢部市,18720,5087,NA,14992,2287,54,-55.0422645960291
16210,富山県 南砺市,34704,8668,NA,24997,3537,16,-59.1947392708814
16211,富山県 射水市,47062,13952,NA,46489,7979,160,-42.81106651376147
16321,富山県 中新川郡 舟橋村,715,182,NA,1611,327,NA,79.67032967032968
16322,富山県 中新川郡 上市町,12411,3444,NA,10096,1414,5,-58.943089430894304
16323,富山県 中新川郡 立山町,14361,4030,NA,12790,2001,16,-50.34739454094292
16342,富山県 下新川郡 入善町,15323,4045,NA,12454,1789,48,-55.77255871446229
16343,富山県 下新川郡 朝日町,9932,2371,NA,5849,617,3,-73.9772247996626
17201,石川県 金沢市,213427,70329,163,238705,48228,5851,-31.425158896045723
17202,石川県 七尾市,36471,9363,NA,26330,3687,164,-60.6215956424223
17203,石川県 小松市,53508,15511,NA,54034,9740,483,-37.2058539101283
17204,石川県 輪島市,23450,5170,NA,12894,1279,40,-75.26112185686654
17205,石川県 珠洲市,14453,3003,NA,6996,577,9,-80.78588078588078
17206,石川県 加賀市,41400,11598,NA,33281,5005,105,-56.84600793240213
17207,石川県 羽咋市,15080,3942,NA,10738,1404,14,-64.38356164383562
17209,石川県 かほく市,17625,5015,NA,18014,3356,106,-33.08075772681954
17210,石川県 白山市,41815,12554,NA,56738,10459,341,-16.687908236418668
17211,石川県 能美市,19077,5555,NA,24394,4613,70,-16.95769576957695
17212,石川県 野々市市,14972,5772,21,27688,6712,627,16.285516285516287
17324,石川県 能美郡 川北町,2238,581,NA,3105,559,NA,-3.7865748709122182
17361,石川県 河北郡 津幡町,12099,3457,NA,18913,3697,60,6.942435637836275
17365,石川県 河北郡 内灘町,10501,3826,NA,13800,2769,300,-27.626764244641922
17384,石川県 羽咋郡 志賀町,15977,3799,NA,9752,1068,14,-71.8873387733614
17386,石川県 羽咋郡 宝達志水町,8978,2313,NA,6403,872,3,-62.30004323389537
17407,石川県 鹿島郡 中能登町,11756,2930,NA,8563,1171,1,-60.03412969283277
17461,石川県 鳳珠郡 穴水町,7378,1607,NA,4097,352,15,-78.09583074051027
17463,石川県 鳳珠郡 能登町,16317,3682,NA,8310,703,NA,-80.90711569799024
18201,福井県 福井市,133993,40037,NA,134461,24912,1952,-37.777555760921146
18202,福井県 敦賀市,31761,9410,NA,32479,5652,607,-39.93623804463336
18204,福井県 小浜市,17749,4296,NA,14674,2328,421,-45.81005586592178
18205,福井県 大野市,22562,5807,NA,16289,2384,54,-58.946099535043906
18206,福井県 勝山市,15890,3967,NA,11569,1728,9,-56.44063524073607
18207,福井県 鯖江市,30509,8715,NA,34979,6615,209,-24.096385542168676
18208,福井県 あわら市,16379,4326,NA,14457,2418,144,-44.10540915395285
18209,福井県 越前市,42331,11655,NA,40954,7923,263,-32.02059202059202
18210,福井県 坂井市,39458,10854,NA,45762,8295,426,-23.576561636263126
18322,福井県 吉田郡 永平寺町,10112,2600,NA,9734,1915,139,-26.34615384615384
18382,福井県 今立郡 池田町,2329,402,NA,1227,161,NA,-59.950248756218905
18404,福井県 南条郡 南越前町,7173,1688,NA,5198,768,NA,-54.502369668246445
18423,福井県 丹生郡 越前町,13347,3347,NA,10393,1536,4,-54.108156558111745
18442,福井県 三方郡 美浜町,6672,1718,NA,4569,719,28,-58.14901047729919
18481,福井県 大飯郡 高浜町,5855,1479,NA,4902,735,25,-50.30425963488844
18483,福井県 大飯郡 おおい町,4626,1086,NA,3942,596,5,-45.11970534069981
18501,福井県 三方上中郡 若狭町,9339,2236,NA,7301,965,15,-56.84257602862254
19201,山梨県 甲府市,105710,30935,NA,96741,17787,2045,-42.50202036528204
19202,山梨県 富士吉田市,27487,8254,2,23885,3807,553,-53.876908165737824
19204,山梨県 都留市,16947,5181,NA,16067,3311,584,-36.09341825902336
19205,山梨県 山梨市,20118,5167,NA,17354,2706,100,-47.62918521385717
19206,山梨県 大月市,18335,4863,1,11588,1437,133,-70.45033929673042
19207,山梨県 韮崎市,14070,3700,NA,14567,2532,30,-31.56756756756757
19208,山梨県 南アルプス市,27831,7408,NA,35295,6370,183,-14.011879049676024
19209,山梨県 北杜市,22834,4709,NA,22561,2787,14,-40.81545975791039
19210,山梨県 甲斐市,22721,7543,NA,38075,7170,1648,-4.944982102611695
19211,山梨県 笛吹市,29067,7765,NA,34500,6020,704,-22.47263361236317
19212,山梨県 上野原市,14074,3746,NA,11338,1716,68,-54.19113721302723
19213,山梨県 甲州市,19210,4764,NA,15169,2109,14,-55.73047858942066
19214,山梨県 中央市,8599,2667,NA,15707,2897,1277,8.623922009748775
19346,山梨県 西八代郡 市川三郷町,11339,2812,NA,7536,960,174,-65.8605974395448
19364,山梨県 南巨摩郡 早川町,1596,214,NA,471,55,1,-74.29906542056075
19365,山梨県 南巨摩郡 身延町,12058,2323,NA,5437,511,3,-78.00258286698235
19366,山梨県 南巨摩郡 南部町,6361,1468,NA,3660,422,NA,-71.2534059945504
19368,山梨県 南巨摩郡 富士川町,9666,2294,NA,7371,1100,66,-52.04882301656495
19384,山梨県 中巨摩郡 昭和町,4405,1424,NA,10458,2387,298,67.62640449438202
19422,山梨県 南都留郡 道志村,1116,256,NA,796,100,NA,-60.9375
19423,山梨県 南都留郡 西桂町,2044,558,NA,2094,342,NA,-38.70967741935484
19424,山梨県 南都留郡 忍野村,2936,955,NA,4100,904,12,-5.340314136125657
19425,山梨県 南都留郡 山中湖村,2391,749,NA,2620,387,10,-48.33110814419226
19429,山梨県 南都留郡 鳴沢村,1168,320,NA,1434,208,20,-35
19430,山梨県 南都留郡 富士河口湖町,9276,2686,NA,13243,2604,138,-3.052866716306779
19442,山梨県 北都留郡 小菅村,638,109,NA,340,45,NA,-58.71559633027523
19443,山梨県 北都留郡 丹波山村,610,109,NA,258,31,NA,-71.55963302752293
20201,長野県 長野市,185069,53624,NA,191476,31670,8563,-40.940623601372515
20202,長野県 松本市,114481,32837,NA,122874,22946,2552,-30.121509273076107
20203,長野県 上田市,78472,21077,NA,78690,13810,889,-34.47834131992219
20204,長野県 岡谷市,32274,9394,NA,24577,3747,86,-60.11283798169045
20205,長野県 飯田市,57637,14853,NA,50884,8504,439,-42.745573284858274
20206,長野県 諏訪市,26405,7943,NA,24920,4375,286,-44.92005539468714
20207,長野県 須坂市,27059,7659,NA,25235,4074,135,-46.80767724245985
20208,長野県 小諸市,21797,5901,NA,21019,3423,74,-41.99288256227758
20209,長野県 伊那市,34881,8818,NA,33688,5561,378,-36.935813109548654
20210,長野県 駒ヶ根市,16081,4372,NA,16473,2838,196,-35.08691674290942
20211,長野県 中野市,23010,6091,NA,21786,3609,149,-40.748645542603846
20212,長野県 大町市,18562,4744,NA,13435,1863,209,-60.72934232715008
20213,長野県 飯山市,15534,3438,NA,10041,1350,15,-60.73298429319372
20214,長野県 茅野市,22600,6503,NA,28159,4690,382,-27.879440258342303
20215,長野県 塩尻市,29075,8447,NA,33621,6508,233,-22.95489522907541
20217,長野県 佐久市,46909,11695,NA,50164,8827,600,-24.52330055579307
20218,長野県 千曲市,31389,8242,NA,30448,4737,167,-42.52608590148023
20219,長野県 東御市,13725,3468,NA,15346,2692,7,-22.376009227220294
20220,長野県 安曇野市,39134,10270,NA,48824,7956,366,-22.531645569620252
20303,長野県 南佐久郡 小海町,3641,753,NA,2213,283,9,-62.41699867197875
20304,長野県 南佐久郡 川上村,2332,529,NA,1753,290,NA,-45.17958412098299
20305,長野県 南佐久郡 南牧村,1752,373,NA,1435,228,5,-38.87399463806971
20306,長野県 南佐久郡 南相木村,816,114,NA,489,62,NA,-45.614035087719294
20307,長野県 南佐久郡 北相木村,630,102,NA,374,51,NA,-50
20309,長野県 南佐久郡 佐久穂町,7326,1598,NA,5252,692,5,-56.69586983729662
20321,長野県 北佐久郡 軽井沢町,7358,2007,NA,10010,1443,380,-28.101644245141998
20323,長野県 北佐久郡 御代田町,5032,1399,NA,7852,1469,115,5.003573981415288
20324,長野県 北佐久郡 立科町,4155,978,NA,3284,456,8,-53.37423312883436
20349,長野県 小県郡 青木村,2719,581,NA,2145,264,NA,-54.56110154905336
20350,長野県 小県郡 長和町,4142,888,NA,2826,351,NA,-60.47297297297297
20361,長野県 諏訪郡 下諏訪町,13884,4050,NA,9917,1305,61,-67.77777777777779
20362,長野県 諏訪郡 富士見町,7258,1713,NA,7245,1037,35,-39.462930531231756
20363,長野県 諏訪郡 原村,3098,767,NA,3909,547,12,-28.68318122555411
20382,長野県 上伊那郡 辰野町,12242,3203,NA,9539,1293,28,-59.63159537933187
20383,長野県 上伊那郡 箕輪町,10159,2784,NA,12478,1927,775,-30.78304597701149
20384,長野県 上伊那郡 飯島町,5432,1365,NA,4612,676,NA,-50.476190476190474
20385,長野県 上伊那郡 南箕輪村,4500,1260,NA,7946,1745,42,38.49206349206349
20386,長野県 上伊那郡 中川村,2824,642,NA,2462,358,NA,-44.2367601246106
20388,長野県 上伊那郡 宮田村,3899,1114,NA,4407,732,9,-34.290843806104135
20402,長野県 下伊那郡 松川町,6700,1626,NA,6461,969,2,-40.40590405904059
20403,長野県 下伊那郡 高森町,5991,1525,NA,6658,1016,26,-33.377049180327866
20404,長野県 下伊那郡 阿南町,3798,686,NA,2228,255,20,-62.82798833819242
20407,長野県 下伊那郡 阿智村,4033,836,NA,3174,456,NA,-45.45454545454546
20409,長野県 下伊那郡 平谷村,338,55,NA,195,33,NA,-40
20410,長野県 下伊那郡 根羽村,913,160,NA,441,47,NA,-70.625
20411,長野県 下伊那郡 下條村,2119,432,NA,1836,270,NA,-37.5
20412,長野県 下伊那郡 売木村,429,73,NA,296,36,3,-50.68493150684932
20413,長野県 下伊那郡 天龍村,1760,295,NA,620,47,NA,-84.0677966101695
20414,長野県 下伊那郡 泰阜村,1350,217,NA,816,117,NA,-46.08294930875576
20415,長野県 下伊那郡 喬木村,3697,865,NA,3065,402,NA,-53.52601156069364
20416,長野県 下伊那郡 豊丘村,3863,877,NA,3241,520,NA,-40.706955530216646
20417,長野県 下伊那郡 大鹿村,1179,166,NA,484,47,NA,-71.6867469879518
20422,長野県 木曽郡 上松町,3997,879,NA,2087,259,NA,-70.53469852104665
20423,長野県 木曽郡 南木曽町,3516,720,NA,2019,214,2,-70.27777777777777
20425,長野県 木曽郡 木祖村,2145,515,NA,1457,167,NA,-67.57281553398057
20429,長野県 木曽郡 王滝村,770,152,NA,375,50,NA,-67.10526315789474
20430,長野県 木曽郡 大桑村,2973,645,NA,1757,229,NA,-64.49612403100775
20432,長野県 木曽郡 木曽町,8911,2077,NA,5429,670,57,-67.74193548387098
20446,長野県 東筑摩郡 麻績村,2089,403,NA,1374,174,NA,-56.823821339950364
20448,長野県 東筑摩郡 生坂村,1595,284,NA,821,110,NA,-61.26760563380282
20450,長野県 東筑摩郡 山形村,2839,768,NA,4297,749,5,-2.473958333333337
20451,長野県 東筑摩郡 朝日村,2139,510,NA,2169,352,NA,-30.980392156862745
20452,長野県 東筑摩郡 筑北村,3906,871,NA,2103,213,NA,-75.54535017221585
20481,長野県 北安曇郡 池田町,5517,1434,NA,4830,603,12,-57.94979079497908
20482,長野県 北安曇郡 松川村,3845,1007,NA,4994,767,13,-23.833167825223434
20485,長野県 北安曇郡 白馬村,3582,965,NA,4318,668,34,-30.777202072538856
20486,長野県 北安曇郡 小谷村,2539,541,NA,1280,158,NA,-70.79482439926063
20521,長野県 埴科郡 坂城町,8548,2284,NA,7095,1056,47,-53.76532399299474
20541,長野県 上高井郡 小布施町,5860,1549,NA,5538,810,2,-47.70819883795997
20543,長野県 上高井郡 高山村,3543,920,NA,3375,448,NA,-51.304347826086946
20561,長野県 下高井郡 山ノ内町,9856,2431,NA,5833,720,19,-70.38255861785274
20562,長野県 下高井郡 木島平村,3153,642,NA,2261,266,25,-58.566978193146426
20563,長野県 下高井郡 野沢温泉村,2551,567,NA,1708,212,7,-62.61022927689594
20583,長野県 上水内郡 信濃町,6085,1450,NA,3927,431,NA,-70.27586206896552
20588,長野県 上水内郡 小川村,2597,422,NA,1115,119,NA,-71.80094786729858
20590,長野県 上水内郡 飯綱町,6156,1438,NA,5277,650,1,-54.79833101529903
20602,長野県 下水内郡 栄村,1777,258,NA,860,66,NA,-74.4186046511628
21201,岐阜県 岐阜市,218259,69787,14,210878,37486,11043,-46.28512473669881
21202,岐阜県 大垣市,81023,24659,NA,81292,15831,813,-35.80031631453019
21203,岐阜県 高山市,48966,13512,NA,43936,6855,100,-49.267317939609235
21204,岐阜県 多治見市,44748,13732,NA,55295,9717,363,-29.23827556073405
21205,岐阜県 関市,40155,11740,NA,43626,7659,311,-34.761499148211236
21206,岐阜県 中津川市,43396,11105,NA,39156,6566,357,-40.87348041422783
21207,岐阜県 美濃市,13759,3687,NA,9958,1594,6,-56.76701925684839
21208,岐阜県 瑞浪市,20466,5570,NA,18994,3387,115,-39.19210053859964
21209,岐阜県 羽島市,29125,8998,NA,33346,6241,243,-30.640142253834192
21210,岐阜県 恵那市,30474,7731,NA,24636,3632,137,-53.02030785150692
21211,岐阜県 美濃加茂市,19917,5806,NA,28548,5935,998,2.221839476403731
21212,岐阜県 土岐市,33399,9455,1,28545,4917,79,-47.995769434161815
21213,岐阜県 各務原市,61185,20623,NA,73301,13793,604,-33.118362992775054
21214,岐阜県 可児市,28898,9424,NA,50766,9814,835,4.138370118845502
21215,岐阜県 山県市,15092,4281,NA,13096,2094,23,-51.08619481429572
21216,岐阜県 瑞穂市,15963,5467,NA,28283,6563,576,20.04755807572709
21217,岐阜県 飛騨市,18666,4440,NA,11678,1337,NA,-69.88738738738739
21218,岐阜県 本巣市,14258,4116,NA,16992,2886,93,-29.88338192419825
21219,岐阜県 郡上市,27176,6160,NA,19946,2604,8,-57.72727272727273
21220,岐阜県 下呂市,22347,5341,NA,15957,1952,73,-63.45253697809399
21221,岐阜県 海津市,19310,5622,NA,16690,2626,19,-53.29064389896834
21302,岐阜県 羽島郡 岐南町,9184,3233,NA,13217,3270,186,1.1444478812248748
21303,岐阜県 羽島郡 笠松町,11890,3669,NA,11695,2394,110,-34.75061324611611
21341,岐阜県 養老郡 養老町,16059,4714,NA,13766,2089,11,-55.685193042002545
21361,岐阜県 不破郡 垂井町,13493,4120,NA,13417,2251,34,-45.36407766990291
21362,岐阜県 不破郡 関ケ原町,5450,1550,NA,3408,461,12,-70.25806451612904
21381,岐阜県 安八郡 神戸町,9941,3158,NA,9486,1631,70,-48.35338822039266
21382,岐阜県 安八郡 輪之内町,4104,1174,NA,4847,955,12,-18.6541737649063
21383,岐阜県 安八郡 安八町,7079,2273,NA,7319,1279,20,-43.73075230972283
21401,岐阜県 揖斐郡 揖斐川町,15935,4082,NA,10163,1402,5,-65.65409113179814
21403,岐阜県 揖斐郡 大野町,9860,2880,NA,11263,1860,23,-35.416666666666664
21404,岐阜県 揖斐郡 池田町,10596,3157,NA,11935,2068,23,-34.49477351916377
21421,岐阜県 本巣郡 北方町,6698,2315,NA,9487,1970,49,-14.902807775377969
21501,岐阜県 加茂郡 坂祝町,2889,872,NA,3903,736,27,-15.596330275229352
21502,岐阜県 加茂郡 富加町,2849,836,NA,2921,514,NA,-38.51674641148325
21503,岐阜県 加茂郡 川辺町,5233,1402,NA,4995,878,4,-37.37517831669044
21504,岐阜県 加茂郡 七宗町,3279,773,NA,1794,193,NA,-75.03234152652006
21505,岐阜県 加茂郡 八百津町,7930,1848,NA,5290,688,4,-62.77056277056276
21506,岐阜県 加茂郡 白川町,6646,1363,NA,3927,375,NA,-72.48716067498167
21507,岐阜県 加茂郡 東白川村,1893,359,NA,1052,94,NA,-73.81615598885793
21521,岐阜県 可児郡 御嵩町,8566,2468,NA,8746,1542,29,-37.52025931928687
21604,岐阜県 大野郡 白川村,1030,254,NA,756,119,NA,-53.14960629921259
22100,静岡県 静岡市,369830,116257,NA,355577,65412,4159,-43.73500090317142
22130,静岡県 浜松市,354978,108746,NA,397818,75758,4453,-30.33490887021132
22203,静岡県 沼津市,105138,32984,NA,96340,15646,1016,-52.564879941789954
22205,静岡県 熱海市,27257,7730,NA,18770,2150,260,-72.1862871927555
22206,静岡県 三島市,47864,15247,6,55362,9530,776,-37.495900832950745
22207,静岡県 富士宮市,60042,18596,NA,64741,11491,339,-38.207141320714136
22208,静岡県 伊東市,36786,10718,NA,34823,3958,626,-63.07146855756671
22209,静岡県 島田市,51772,14915,NA,48994,8768,189,-41.213543412671804
22210,静岡県 富士市,111783,35420,NA,124698,22582,933,-36.245059288537554
22211,静岡県 磐田市,71015,22122,NA,82692,15294,1097,-30.865202061296447
22212,静岡県 焼津市,63434,19648,NA,69893,13019,390,-33.73880293159609
22213,静岡県 掛川市,47938,13523,NA,57299,11121,344,-17.762330843747687
22214,静岡県 藤枝市,58715,18251,NA,72549,12755,492,-30.113418442825047
22215,静岡県 御殿場市,33319,10666,3,42160,8295,203,-22.22951434464654
22216,静岡県 袋井市,29479,8938,NA,43330,9282,490,3.8487357350637685
22219,静岡県 下田市,16208,4408,1,10508,1234,27,-72.005444646098
22220,静岡県 裾野市,20208,6752,NA,25138,4864,195,-27.96208530805687
22221,静岡県 湖西市,27238,8327,NA,28260,5357,100,-35.66710700132101
22222,静岡県 伊豆市,20564,5193,NA,14848,1791,NA,-65.51126516464471
22223,静岡県 御前崎市,15300,4305,NA,15300,2579,105,-40.09291521486643
22224,静岡県 菊川市,19399,5477,NA,23616,4810,170,-12.178199744385608
22225,静岡県 伊豆の国市,22774,6835,NA,24345,3947,139,-42.25310899780541
22226,静岡県 牧之原市,24961,6826,NA,22088,3825,128,-43.9642543217111
22301,静岡県 賀茂郡 東伊豆町,8882,2537,NA,6048,650,3,-74.37918801734331
22302,静岡県 賀茂郡 河津町,4949,1210,NA,3553,402,NA,-66.77685950413223
22304,静岡県 賀茂郡 南伊豆町,6056,1333,NA,4155,379,3,-71.56789197299325
22305,静岡県 賀茂郡 松崎町,5284,1235,NA,3201,267,NA,-78.38056680161944
22306,静岡県 賀茂郡 西伊豆町,7469,1797,NA,3738,302,13,-83.1942125765164
22325,静岡県 田方郡 函南町,14546,4697,NA,18878,3126,12,-33.44688098786459
22341,静岡県 駿東郡 清水町,13567,4611,NA,16322,3273,126,-29.017566688353934
22342,静岡県 駿東郡 長泉町,15319,5006,NA,21902,4727,195,-5.573312025569321
22344,静岡県 駿東郡 小山町,10970,3228,NA,8723,1481,2,-54.120198265179674
22424,静岡県 榛原郡 吉田町,11049,3251,NA,14506,3117,80,-4.12180867425408
22429,静岡県 榛原郡 川根本町,6490,1330,NA,3151,325,NA,-75.56390977443608
22461,静岡県 周智郡 森町,10443,2591,NA,8758,1400,38,-45.966808182169046
23100,愛知県 名古屋市,1042010,344368,352,1185507,262094,48562,-23.891302327742416
